,Symbol,Name,Buy,Analyst,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
3982,ONTO,Onto Innovation Inc. Common Stock,1,Strong Buy,,0.10163,,,1.01404,4.05,0.0364
3983,OOMA,Ooma Inc. Common Stock,1,Strong Buy,0.413125,-0.01298,0.45,1.846,0.84237,10.66,0.0636
3984,OPFI,OppFi Inc. Class A Common Stock,1,Strong Buy,,0.35092998,,,1.36983,3.69,
3985,OR,Osisko Gold Royalties Ltd Common Shares,1,Strong Buy,0.53263,0.17877,0.24,10.147,0.76352,3.49,
3986,ORC,Orchid Island Capital Inc. Common Stock,1,Strong Buy,1.284388,-0.15018,1.03,4.938,0.32054,4.48,0.1031
3987,ORCC,Owl Rock Capital Corporation Common Stock,1,Strong Buy,1.118975,0.80184,1.58,15.224,0.44017,0.9,0.0022
3988,OSCR,Oscar Health Inc. Class A Common Stock,1,Strong Buy,,-0.39167,,,0.90138,11.47,0.0574
3989,OSH,Oak Street Health Inc. Common Stock,1,Strong Buy,,-0.24199,,,0.83948,6.09,0.1185
3990,OSK,Oshkosh Corporation (Holding Company)Common Stock,1,Strong Buy,1.568478,0.05114,8.52,43.987,0.91431,1.84,0.020499999
3991,OTIS,Otis Worldwide Corporation Common Stock ,1,Strong Buy,,0.08298001,,,0.8939,2.96,0.0135
3992,OUST,Ouster Inc. Common Stock,1,Strong Buy,,0.0,,,0.20184,6.64,
3993,OUT,OUTFRONT Media Inc. Common Stock,1,Strong Buy,1.959061,-0.06386,0.72,6.23,1.0205101,4.82,0.0442
3994,OVV,Ovintiv Inc. (DE),1,Strong Buy,4.562745,-0.26598,,,0.74526,2.86,0.0346
3995,OWLT,Owlet Inc. Class A Common Stock,1,Strong Buy,,,,,,,
3996,OXM,Oxford Industries Inc. Common Stock,1,Strong Buy,1.813928,-0.00051,5.72,25.329,0.91918,2.43,0.029000001
3997,PACE,TPG Pace Tech Opportunities Corp. Class A Ordinary Shares,1,Strong Buy,,0.0,,0.089,0.88712996,14.44,
3998,PACK,Ranpak Holdings Corp Class A Common Stock,1,Strong Buy,0.992825,-0.02945,0.26,6.905,0.95442003,7.03,0.03
3999,PAG,Penske Automotive Group Inc. Common Stock,1,Strong Buy,1.598708,0.03945,8.9,42.834,0.78999,6.2,0.0673
4000,PAGS,PagSeguro Digital Ltd. Class A Common Shares,1,Strong Buy,1.543295,0.16756001,1.62,29.3,1.07783,7.54,0.1299
4001,PANW,Palo Alto Networks Inc. Common Stock,1,Strong Buy,1.391608,-0.10998,7.12,10.238,0.86126,5.62,0.0513
4002,PAR,PAR Technology Corporation Common Stock,1,Strong Buy,1.881521,-0.15887,-0.95,8.109,0.84171,10.79,0.1337
4003,PAY,Paymentus Holdings Inc. Class A Common Stock,1,Strong Buy,,0.044910002,1.73,,0.42398998,0.01,0.0017
4004,PAYC,Paycom Software Inc. Common Stock,1,Strong Buy,1.409359,0.18109,5.49,12.911,0.74209,3.14,0.0211
4005,PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,1,Strong Buy,1.404067,0.34234002,1.74,48.052,0.19950001,1.52,
4006,PCOR,Procore Technologies Inc. Common Stock,1,Strong Buy,,-0.50618,,,0.64465,13.33,0.044099998
4007,PD,PagerDuty Inc. Common Stock,1,Strong Buy,1.290993,-0.35187,-0.18,3.518,0.87359,7.02,0.15529999
4008,PDM,Piedmont Office Realty Trust Inc. Class A Common Stock,1,Strong Buy,1.020742,0.097270004,0.42,15.203,0.86882,3.73,0.0202
4009,PDS,Precision Drilling Corporation Common Stock,1,Strong Buy,3.514831,-0.19044,-0.01,102.398,0.45391,3.5,
4010,PEG,Public Service Enterprise Group Incorporated Common Stock,1,Strong Buy,0.560391,0.21676001,3.5,31.714,0.72200996,2.71,0.0121
4011,PEN,Penumbra Inc. Common Stock,1,Strong Buy,0.287117,0.02368,1.54,17.616,0.8247,9.25,0.0573
4012,PFGC,Performance Food Group Company Common Stock,1,Strong Buy,1.696073,0.0013400001,2.32,15.553,1.03571,4.49,0.053600002
4013,PFSI,PennyMac Financial Services Inc. Common Stock,1,Strong Buy,1.159782,0.41291,11.09,51.782,0.53146,3.69,0.075
4014,PH,Parker-Hannifin Corporation Common Stock,1,Strong Buy,1.769104,0.121700004,17.06,57.279,0.85447,0.85,0.0076
4015,PHM,PulteGroup Inc. Common Stock,1,Strong Buy,1.455434,0.1314,8.77,25.358,0.9007,3.19,0.0392
4016,PHR,Phreesia Inc. Common Stock,1,Strong Buy,,-0.19657,-0.34,10.035,0.89541,4.22,0.058000002
4017,PHX,PHX Minerals Inc. Common Stock,1,Strong Buy,1.127729,-0.14462,0.16,2.752,0.41946998,0.68,0.006
4018,PINE,Alpine Income Property Trust Inc. Common Stock,1,Strong Buy,,0.06425,0.26,,0.63441,0.31,0.0017
4019,PIPR,Piper Sandler Companies Common Stock,1,Strong Buy,1.344978,0.10508,,,0.67676,4.16,0.0182
4020,PJT,PJT Partners Inc. Class A Common Stock,1,Strong Buy,0.936681,0.11863,5.33,6.498,0.67234004,6.47,0.031
4021,PLAN,Anaplan Inc. Common Stock,1,Strong Buy,1.983159,-0.35009998,-0.21,1.816,0.97126997,3.54,0.0739
4022,PLD,Prologis Inc. Common Stock,1,Strong Buy,0.740174,0.32419997,2.14,43.183,0.9735,4.53,0.0168
4023,PLOW,Douglas Dynamics Inc. Common Stock,1,Strong Buy,0.804134,-0.14694999,2.3,8.566,0.92095,3.71,0.020599999
4024,PLYM,Plymouth Industrial REIT Inc. Common Stock,1,Strong Buy,1.310755,-0.10628,-0.69,8.104,0.81022,4.23,0.0255
4025,PM,Philip Morris International Inc Common Stock,1,Strong Buy,0.866266,0.29509002,6.72,-7.41,0.75912005,2.95,0.0050999997
4026,POLY,Plantronics Inc. Common Stock,1,Strong Buy,1.877717,-0.03319,4.28,-2.086,0.96035004,5.33,0.1304
4027,POST,Post Holdings Inc. Common Stock,1,Strong Buy,0.805676,0.03261,5.12,45.375,0.93694997,10.05,0.0769
4028,PPG,PPG Industries Inc. Common Stock,1,Strong Buy,1.124454,0.09712,8.92,24.628,0.83915,4.18,0.0149
4029,PRG,PROG Holdings Inc. Common Stock,1,Strong Buy,1.963959,0.11489,,,0.98276,5.24,0.044499997
4030,PRMW,Primo Water Corporation Common Stock,1,Strong Buy,1.368627,-0.00873,0.67,8.312,0.91207004,4.48,0.0216
4031,PSFE,Paysafe Limited Common Shares,1,Strong Buy,,-0.0864,,,0.57730997,2.0,
4032,PSO,Pearson Plc Common Stock,1,Strong Buy,0.324971,0.07967,0.78,5.483,0.01546,1.31,
4033,PSTG,Pure Storage Inc. Class A Common Stock,1,Strong Buy,1.410228,-0.15938,0.52,2.525,0.82141,3.22,0.0544
4034,PSTL,Postal Realty Trust Inc. Class A Common Stock,1,Strong Buy,0.44222,0.01509,0.34,10.448,0.76394,0.91,0.0152
4035,PTR,PetroChina Company Limited Common Stock,1,Strong Buy,0.885404,0.046350002,5.14,678.5,0.019550001,1.63,
4036,PUMP,ProPetro Holding Corp. Common Stock,1,Strong Buy,3.310528,-0.15333,0.26,8.302,0.78196,4.56,0.0634
4037,PVG,Pretium Resources Inc. Ordinary Shares (Canada),1,Strong Buy,0.802241,-0.03254,0.5,4.24,0.75951,6.68,
4038,PWR,Quanta Services Inc. Common Stock,1,Strong Buy,1.250272,0.04457,4.97,31.374,0.93523,2.03,0.0187
4039,PWSC,PowerSchool Holdings Inc. Class A Common Stock,1,Strong Buy,,-0.06465,,,0.73692,0.32,0.0108
4040,PXD,Pioneer Natural Resources Company Common Stock,1,Strong Buy,1.941593,0.02391,16.21,83.734,0.88618,3.38,0.026199998
4041,QSR,Restaurant Brands International Inc. Common Shares,1,Strong Buy,1.195804,0.12498,2.98,7.721,0.82959,5.13,0.0238
4042,QTWO,Q2 Holdings Inc. Common Stock,1,Strong Buy,1.507065,-0.30258,0.51,11.247,1.11002,6.77,0.0557
4043,RAAS,Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares,1,Strong Buy,,0.0,,,0.21559,1.03,
4044,RAMP,LiveRamp Holdings Inc. Common Stock,1,Strong Buy,1.188086,-0.14329,0.32,15.823,0.98931,3.28,0.0444
4045,RBC,Regal Beloit Corporation Common Stock,1,Strong Buy,1.347282,0.07,8.72,63.648,0.98022,3.19,0.0194
4046,RC,Ready Capital Corproation Common Stock,1,Strong Buy,1.170321,0.24113001,1.67,14.997,0.64264,3.39,0.0324
4047,RCUS,Arcus Biosciences Inc. Common Stock,1,Strong Buy,1.077063,-1.58492,-3.62,7.714,0.56499,10.75,0.113900006
4048,RDN,Radian Group Inc. Common Stock,1,Strong Buy,1.498913,0.26334,3.0,22.138,0.97556,4.99,0.0373
4049,RDY,Dr. Reddy's Laboratories Ltd Common Stock,1,Strong Buy,0.112732,0.08808,3.43,1055.26,0.11342,8.58,
4050,RE,Everest Re Group Ltd. Common Stock,1,Strong Buy,0.656659,0.11951999,30.03,241.574,1.0247899,2.96,0.0179
4051,RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),1,Strong Buy,0.509122,0.19135,0.96,1.09,0.06389,2.05,
4052,RERE,AiHuiShou International Co. Ltd. American Depositary Shares (every three of which representing two Class A ordinary shares),1,Strong Buy,,-0.06674,,,0.0,,
4053,REX,REX American Resources Corporation,1,Strong Buy,1.093886,0.04596,7.84,65.522,0.84325,5.49,0.0255
4054,REXR,Rexford Industrial Realty Inc. Common Stock,1,Strong Buy,0.614628,0.26462,0.48,23.322,1.0586,10.92,0.0548
4055,RH,RH Common Stock,1,Strong Buy,2.510326,0.12573,25.15,28.28,0.97903997,6.05,0.1682
4056,RJF,Raymond James Financial Inc. Common Stock,1,Strong Buy,1.239934,0.123859994,9.3,55.353,0.73487,2.97,0.0187
4057,RKLY,Rockley Photonics Holdings Limited Ordinary Shares,1,Strong Buy,,0.0,,,0.0664,2.1,
4058,RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,1,Strong Buy,2.182807,-1.39314,-0.05,13.619,0.96963996,4.26,0.0548
4059,RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,1,Strong Buy,,-0.06962,,,0.08667,4.44,
4060,RNG,RingCentral Inc. Class A Common Stock,1,Strong Buy,0.631004,-0.097770005,1.56,3.411,1.10276,6.08,0.0983
4061,RNGR,Ranger Energy Services Inc. Class A Common Stock,1,Strong Buy,2.113876,-0.11303,0.07,11.211,0.71876997,0.66,0.0022
4062,ROG,Rogers Corporation Common Stock,1,Strong Buy,1.816304,0.08157,8.77,55.625,0.98442,3.99,0.0207
4063,ROP,Roper Technologies Inc. Common Stock,1,Strong Buy,1.030467,0.17795,16.1,102.298,0.94487,3.69,0.0166
4064,RS,Reliance Steel & Aluminum Co. Common Stock (DE),1,Strong Buy,1.061956,0.06327,10.92,83.865,0.86382,2.41,0.0159
4065,RSI,Rush Street Interactive Inc. Class A Common Stock,1,Strong Buy,,0.14732,,,0.69745004,2.95,0.096
4066,RSKD,Riskified Ltd. Class A Ordinary Shares,1,Strong Buy,,,,,,,
4067,RTX,Raytheon Technologies Corporation Common Stock,1,Strong Buy,1.051855,0.03506,,,0.80364996,4.03,0.0101
4068,RVI,Retail Value Inc. Common Stock ,1,Strong Buy,1.868697,-0.48029,-1.45,29.503,0.69972,2.31,0.019199999
4069,RVLV,Revolve Group Inc. Class A Common Stock,1,Strong Buy,2.657638,0.12207,0.69,1.754,0.98788,3.52,0.104499996
4070,RWT,Redwood Trust Inc. Common Stock,1,Strong Buy,1.008187,0.61059,1.21,10.757,0.75835,3.76,0.0437
4071,RXN,Rexnord Corporation Common Stock,1,Strong Buy,1.450543,0.09477,2.3,12.444,1.05752,3.04,0.0145000005
4072,RY,Royal Bank Of Canada Common Stock,1,Strong Buy,0.790196,0.31743,6.94,60.044,0.49671,3.69,
4073,RYAM,Rayonier Advanced Materials Inc. Common Stock,1,Strong Buy,3.744565,-0.00131,-0.27,10.358,0.75992996,3.65,0.0547
4074,RYAN,Ryan Specialty Group Holdings Inc. Class A Common Stock,1,Strong Buy,,0.04419,,,0.31144,2.27,0.060700003
4075,S,SentinelOne Inc. Class A Common Stock,1,Strong Buy,,-1.36513,,,,,
4076,SA,Seabridge Gold Inc. Ordinary Shares (Canada),1,Strong Buy,0.643426,0.0,-0.17,8.289,0.35152,15.51,0.041300002
4077,SAH,Sonic Automotive Inc. Common Stock,1,Strong Buy,2.571273,0.01973,5.48,20.021,0.809,19.06,0.1893
4078,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,1,Strong Buy,0.896082,0.03539,7.07,27.19,0.77439004,2.1,0.0139
4079,SAIL,SailPoint Technologies Holdings Inc. Common Stock,1,Strong Buy,1.874457,-0.04634,-0.02,4.304,1.06583,7.16,0.0987
4080,SAR,Saratoga Investment Corp New,1,Strong Buy,1.74072,0.95606005,2.13,27.253,0.21072,2.13,0.0082
4081,SAVE,Spirit Airlines Inc. Common Stock,1,Strong Buy,1.764478,-0.34208,1.8,21.399,0.64191,2.64,0.0995
4082,SB,Safe Bulkers Inc Common Stock ($0.001 par value),1,Strong Buy,0.848799,0.26057,0.87,4.457,0.27899998,1.03,0.0216
4083,SBOW,SilverBow Resorces Inc. Common Stock,1,Strong Buy,2.560589,0.042540003,6.32,9.873,0.69639,1.16,0.024
4084,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),1,Strong Buy,0.904441,0.13568,1.25,34.075,0.15667,2.18,
4085,SBSW,D/B/A Sibanye-Stillwater Limited ADS,1,Strong Buy,1.445939,0.27576,,,0.09656,3.31,
4086,SCHW,Charles Schwab Corporation (The) Common Stock,1,Strong Buy,1.077717,0.28922,3.45,23.899,0.73569,2.36,0.0098
4087,SCI,Service Corporation International Common Stock,1,Strong Buy,0.669213,0.18084,2.62,10.962,0.93841004,4.43,0.0254
4088,SCS,Steelcase Inc. Common Stock,1,Strong Buy,1.430903,0.01352,0.65,8.359,0.95548,2.51,0.012999999
4089,SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,1,Strong Buy,1.2977,-0.32432,-1.13,6.49,0.74240994,4.84,
4090,SEAS,SeaWorld Entertainment Inc. Common Stock,1,Strong Buy,2.472282,-0.66799,2.51,-1.855,1.0333999,5.47,0.0877
4091,SEE,Sealed Air Corporation Common Stock,1,Strong Buy,1.263586,0.097349994,3.71,1.114,0.93217003,1.83,0.0201
4092,SEM,Select Medical Holdings Corporation Common Stock,1,Strong Buy,1.407608,0.05587,2.83,8.499,0.79440004,5.27,0.0551
4093,SEMR,SEMrush Holdings Inc. Class A Common Stock,1,Strong Buy,,-0.02633,,,1.0224401,0.96,0.0466
4094,SGFY,Signify Health Inc. Class A Common Stock,1,Strong Buy,,-0.05088,,,1.04651,2.48,0.0511
4095,SHOP,Shopify Inc. Class A Subordinate Voting Shares,1,Strong Buy,1.450779,0.63647,4.99,73.531,0.7066,1.12,0.024400001
4096,SHW,Sherwin-Williams Company (The) Common Stock,1,Strong Buy,1.075327,0.1105,10.51,11.583,0.78432,3.19,0.0111
4097,SI,Silvergate Capital Corporation Class A Common Stock,1,Strong Buy,,0.40491,3.32,28.752,0.7874,3.68,0.081599995
4098,SID,Companhia Siderurgica Nacional S.A. Common Stock,1,Strong Buy,1.49884,0.28369,2.03,10.425,0.02869,1.24,
4099,SITC,SITE Centers Corp. Common Stock,1,Strong Buy,1.734239,0.037609998,0.16,8.743,0.8289,3.76,0.0571
4100,SIX,Six Flags Entertainment Corporation New Common Stock,1,Strong Buy,2.509825,-0.29258,1.95,-14.484,0.88442004,3.48,0.0621
4101,SKIL,Skillsoft Corp. Class A Common Stock,1,Strong Buy,,0.0,,,0.50692004,1.44,0.0145000005
4102,SKM,SK Telecom Co. Ltd. Common Stock,1,Strong Buy,0.608753,0.10912,4.56,37276.293,0.0921,3.78,
4103,SKX,Skechers U.S.A. Inc. Common Stock,1,Strong Buy,1.440217,0.030840002,2.71,16.607,0.97583,3.21,0.035099998
4104,SLB,Schlumberger N.V. Common Stock,1,Strong Buy,2.416213,-0.13304,1.59,8.97,0.77879,2.54,0.0228
4105,SMAR,Smartsheet Inc. Class A Common Stock,1,Strong Buy,1.389279,-0.29793,-0.26,4.201,0.88839996,5.08,0.051799998
4106,SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),1,Strong Buy,0.953984,0.27563998,0.93,1670.3672,0.01844,3.29,
4107,SMG,Scotts Miracle-Gro Company (The) Common Stock,1,Strong Buy,1.110262,0.111140005,9.54,16.892,0.63803,2.03,0.020299999
4108,SMP,Standard Motor Products Inc. Common Stock,1,Strong Buy,0.397379,0.06903,3.11,24.62,0.73119,3.14,0.0189
4109,SMWB,Similarweb Ltd. Ordinary Shares,1,Strong Buy,,-0.35554,,,0.20276,0.44,0.0032
4110,SNAP,Snap Inc. Class A Common Stock,1,Strong Buy,1.268376,-0.22489001,0.67,1.123,0.65535,3.53,0.0376
4111,SNN,Smith & Nephew SNATS Inc. Common Stock,1,Strong Buy,0.409065,0.09825,1.89,12.056,0.101569995,1.39,
4112,SNV,Synovus Financial Corp. Common Stock,1,Strong Buy,1.639192,0.31479,4.1,31.061,0.79041,3.06,0.0147
4113,SNX,Synnex Corporation Common Stock,1,Strong Buy,1.608813,0.019709999,8.61,41.625,0.78482,3.33,0.024500001
4114,SONY,Sony Group Corporation American Depositary Shares ,1,Strong Buy,0.708665,0.12805,,,0.079229996,1.97,
4115,SPB,Spectrum Brands Holdings Inc. Common Stock,1,Strong Buy,1.878275,0.03993,6.41,34.838,0.99593,3.33,0.0353
4116,SPFR,Jaws Spitfire Acquisition Corporation Class A Ordinary Shares,1,Strong Buy,,0.0,,,0.76641,1.97,0.0146
4117,SPGI,S&P Global Inc. Common Stock,1,Strong Buy,0.948689,0.3141,13.93,4.284,0.95352,14.31,0.0704
4118,SPH,Suburban Propane Partners L.P. Common Stock,1,Strong Buy,0.676169,0.078600004,1.38,7.922,0.30277002,3.22,0.0183
4119,SPOT,Spotify Technology S.A. Ordinary Shares,1,Strong Buy,1.518669,-0.06835,-0.52,16.986,0.60618997,4.29,0.045
4120,SPR,Spirit Aerosystems Holdings Inc. Common Stock,1,Strong Buy,2.104891,-0.27225,0.06,6.568,0.8149,3.28,0.0633
4121,SPXC,SPX Corporation Common Stock,1,Strong Buy,1.347058,0.06369,3.48,13.972,0.95384,3.98,0.0146
4122,SQ,Square Inc. Class A Common Stock,1,Strong Buy,2.424672,0.036,2.1,5.09,0.74689,3.65,0.0913
4123,SQNS,Sequans Communications S.A. American Depositary Shares,1,Strong Buy,0.805131,-0.59881,-0.17,-0.838,0.49695,8.47,
4124,SQSP,Squarespace Inc. Class A Common Stock,1,Strong Buy,,-0.30058,,,0.73329,1.55,0.0171
4125,SQZ,SQZ Biotechnologies Company Common Stock,1,Strong Buy,,-2.7610502,,,0.64017,5.87,0.0477
4126,SR,Spire Inc. Common Stock,1,Strong Buy,0.291304,0.075,4.43,48.173,0.84742,5.06,0.0369
4127,SRC,Spirit Realty Capital Inc. Common Stock,1,Strong Buy,1.318231,0.23881,1.14,29.221,0.9781,4.97,0.0394
4128,SRI,Stoneridge Inc. Common Stock,1,Strong Buy,1.398471,0.040260002,1.01,10.481,0.98856,4.8,0.0174
4129,SSL,Sasol Ltd. American Depositary Shares,1,Strong Buy,2.81292,0.04473,3.96,251.294,0.01684,2.38,
4130,SSTK,Shutterstock Inc. Common Stock,1,Strong Buy,1.079891,0.14079,3.19,12.084,0.67329,5.55,0.0765
4131,ST,Sensata Technologies Holding plc Ordinary Shares,1,Strong Buy,1.402292,0.100559995,4.06,17.673,1.02484,3.62,0.014199999
4132,STAR          ,iStar Inc. Common Stock,1,Strong Buy,0.736899,-0.03511,0.76,11.619,1.02442,26.77,0.4409
4133,STC,Stewart Information Services Corporation Common Stock,1,Strong Buy,1.09334,0.09319,5.6,38.867,0.94149,3.83,0.0228
4134,STE,STERIS plc (Ireland) Ordinary Shares,1,Strong Buy,0.550218,0.08394,8.32,45.47,0.93999,2.01,0.0107
4135,STEM,Stem Inc. Class A Common Stock,1,Strong Buy,,0.0,,,0.44377,3.95,
4136,STL,Sterling Bancorp,1,Strong Buy,1.692845,0.38601002,2.16,23.284,0.88782,2.39,0.0277
4137,STLA,Stellantis N.V. Common Shares,1,Strong Buy,,0.07349,,,0.49525002,4.91,0.0042
4138,STT,State Street Corporation Common Stock,1,Strong Buy,1.560043,0.20275,8.02,66.169,0.92753,2.67,0.0117
4139,STVN,Stevanato Group S.p.A. Ordinary Shares,1,Strong Buy,,0.15963,,,0.3495,0.55,0.0312
4140,STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,1,Strong Buy,1.706746,0.71408,2.16,15.607,0.49506,2.74,0.0183
4141,STZ,Constellation Brands Inc. Common Stock,1,Strong Buy,1.206024,0.14609,11.74,70.316,0.82627,1.98,0.0125
4142,SUI,Sun Communities Inc. Common Stock,1,Strong Buy,0.572598,0.123859994,2.22,53.581,0.97616,3.53,0.0163
4143,SUNL,Sunlight Financial Holdings Inc. Class A Common Stock,1,Strong Buy,,0.19765,,,0.70697,6.46,0.0508
4144,SUP,Superior Industries International Inc. Common Stock (DE),1,Strong Buy,4.843307,-0.03486,0.92,-1.552,0.41772,3.44,0.0293
4145,SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),1,Strong Buy,0.862394,-0.00184,,5.36,0.0135699995,1.92,
4146,SWBK,Switchback II Corporation Class A Ordinary Shares,1,Strong Buy,,0.0,,,0.84819,5.56,
4147,SWCH,Switch Inc. Class A Common Stock,1,Strong Buy,0.721449,0.05228,0.28,2.265,0.83695,5.16,0.1019
4148,SWK,Stanley Black & Decker Inc. Common Stock,1,Strong Buy,1.413755,0.10797,12.13,61.313,0.87583,2.61,0.013200001
4149,SXC,SunCoke Energy Inc. Common Stock,1,Strong Buy,1.044213,0.0,0.48,5.779,0.84359,3.14,0.035
4150,SXT,Sensient Technologies Corporation Common Stock,1,Strong Buy,0.948369,0.08976,3.41,21.946,0.92943,4.57,0.0294
4151,SYF,Synchrony Financial Common Stock,1,Strong Buy,1.802044,0.40173998,5.41,21.863,0.98561996,1.97,0.0217
4152,SYK,Stryker Corporation Common Stock,1,Strong Buy,,0.12821999,10.34,35.838,0.75259,3.14,0.0097
4153,SYY,Sysco Corporation Common Stock,1,Strong Buy,1.42383,-0.00557,3.32,2.729,0.81935996,3.79,0.019299999
4154,TAC,TransAlta Corporation Ordinary Shares,1,Strong Buy,1.369853,-0.13194999,0.07,5.18,0.73117995,1.65,0.0013
4155,TALO,Talos Energy Inc. Common Stock,1,Strong Buy,3.443844,-1.12677,0.98,9.879,0.92025,6.73,0.070199996
4156,TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,1,Strong Buy,1.045108,-0.70432,4.49,44.92,0.13464,7.86,0.0177
4157,TBI,TrueBlue Inc. Common Stock,1,Strong Buy,1.736413,0.008590001,1.91,12.562,0.97021,2.87,0.0218
4158,TDC,Teradata Corporation Common Stock,1,Strong Buy,1.253275,0.052410003,1.83,3.812,0.96194,6.84,0.0887
4159,TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,1,Strong Buy,1.674456,0.05116,17.17,-64.306,0.97051,7.41,0.0515
4160,TDY,Teledyne Technologies Incorporated Common Stock,1,Strong Buy,1.12227,0.10772,15.49,90.022,0.90237,2.76,0.0191
4161,TECK,Teck Resources Ltd Ordinary Shares,1,Strong Buy,1.219592,-0.027090002,2.83,38.325,0.65480006,1.69,
4162,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,1,Strong Buy,1.353165,0.11813,6.76,29.262,0.94015,3.58,0.0153
4163,TEX,Terex Corporation Common Stock,1,Strong Buy,1.67631,0.03979,3.85,13.672,0.90186,4.23,0.039300002
4164,TFII,TFI International Inc. Common Shares,1,Strong Buy,1.463414,0.0716,,,0.59041,4.7,
4165,TFX,Teleflex Incorporated Common Stock,1,Strong Buy,1.186681,0.13057,14.9,72.24,0.97650003,2.19,0.0164
4166,TGH,Textainer Group Holdings Limited Common Shares,1,Strong Buy,1.35987,0.20086999,4.95,26.485,0.61112,3.1,0.0253
4167,TGT,Target Corporation Common Stock,1,Strong Buy,0.980895,0.06287,12.15,30.154,0.81846,2.61,0.0182
4168,THC,Tenet Healthcare Corporation Common Stock,1,Strong Buy,2.612078,0.0226,5.5,1.153,0.90825,5.8,0.0799
4169,THG,Hanover Insurance Group Inc,1,Strong Buy,0.951419,0.09851,10.07,84.166,0.87301004,3.43,0.0128
4170,THR,Thermon Group Holdings Inc. Common Stock,1,Strong Buy,1.629891,0.00422,0.74,11.438,1.00389,3.79,0.0123000005
4171,TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,1,Strong Buy,,0.13208,,,0.05177,1.12,
4172,TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,1,Strong Buy,,0.03561,,,0.83489,2.82,0.0128999995
4173,TJX,TJX Companies Inc. (The) Common Stock,1,Strong Buy,0.98531,0.039979998,3.15,5.089,0.91675,2.1,0.011
4174,TKC,Turkcell Iletisim Hizmetleri AS Common Stock,1,Strong Buy,0.836249,0.14829001,0.71,5.125,0.0366,1.89,
4175,TKR,Timken Company (The) Common Stock,1,Strong Buy,1.776613,0.08771,5.98,28.631,0.81279,2.36,0.019
4176,TLYS,Tilly's Inc. Common Stock,1,Strong Buy,2.208176,0.04408,0.88,5.393,0.9257,1.83,0.0235
4177,TM,Toyota Motor Corporation Common Stock,1,Strong Buy,0.63797,0.09769,11.06,15596.9,0.0126,4.21,
4178,TMO,Thermo Fisher Scientific Inc Common Stock,1,Strong Buy,0.761697,0.22076,19.74,89.2,0.89879996,1.98,0.0076
4179,TMST,TimkenSteel Corporation Common Shares,1,Strong Buy,2.119021,-0.03812,1.62,11.239,0.72056997,5.34,0.1507
