,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
2964,AJRD,0.4,0.06,2.05,3.48,0.95,9.78,0.1
2965,ALE,0.51,0.13,3.87,44.47,0.76,2.5,0.01
2966,ALX,0.62,0.33,23.63,39.8,0.38,2.87,0.01
2967,AM,3.12,0.36,0.79,4.94,0.53,3.2,0.03
2968,AMC,1.27,0,-0.81,-5.13,0.23,0.67,0.23
2969,AMR,1.27,-0.15,1.56,9.25,0.62,2.37,0.05
2970,APAM,1.84,0.27,5.28,2.83,0.88,4.64,0.04
2971,ARI,,0.65,1.44,16.27,0.69,2.95,0.02
2972,ARR,1.01,0.83,1.19,14.73,0.54,3.33,0.07
2973,ARW,1.55,0.02,13,69.67,0.98,2.87,0.02
2974,ASB,1.21,0.28,1.57,24.96,0.83,4.24,0.04
2975,ATIP,,-0.78,,,0.97,2.22,
2976,AVAL,0.71,0.16,0.78,5.16,0.1,6.83,
2977,AWI,1.19,0.17,4.64,9.9,1.06,4.4,0.04
2978,AZUL,1.76,-1.57,-0.36,-123.47,0.38,9.67,
2979,BAP,0.84,0.1,13.37,307.54,0.64,1.49,0.03
2980,BCSF,1.68,0.75,1.37,16.69,0.53,1.23,0.0
2981,BEDU,0.92,0.02,0.52,24.27,0.55,1.61,
2982,BEN,1.25,0.16,3.28,20.58,0.47,5.32,0.06
2983,BGS,0.45,0.06,2.27,12.98,0.69,17.89,0.27
2984,BIG,2.33,0.04,6.76,36.33,1.07,6.09,0.24
2985,BKE,1.08,0.19,3.68,8.99,0.62,13.59,0.32
2986,BMI,0.77,0.12,2.06,12.68,0.93,13.05,0.06
2987,BOH,1.24,0.32,5.18,33.67,0.75,8.04,0.04
2988,BPMP,1.16,1.34,1.7,1.19,0.28,2.25,0.02
2989,BRFS,1.13,0.02,0.29,10.63,0.09,4.09,
2990,BTU,1.58,-0.11,-2.06,8.54,0.64,1.24,0.1
2991,CAAP,3.21,-0.64,0.59,2.85,0.1,2.48,0.02
2992,CAI,1.47,0.32,8.31,36.36,0.97,3.05,0.04
2993,CAJ,0.56,0.05,1.31,2553.36,0.01,2.73,
2994,CANG,1.14,1.01,0.47,46.46,0.33,2.42,
2995,CBU,0.74,0.31,3.1,36.59,0.73,11.77,0.05
2996,CCO,2.59,-0.33,-0.31,-6.71,0.97,12.38,0.06
2997,CCU,0.37,0.07,1.02,10.22,0.2,2.83,
2998,CEPU,1.73,-0.04,1.47,637.45,0.02,0.29,
2999,CFR,1.47,0.32,5.33,64.89,0.87,9.4,0.04
3000,CHH,1.5,0.15,4.22,-0.1,0.6,7.74,0.04
3001,CHS,1.58,-0.07,0.39,1.29,0.79,4.83,0.11
3002,CHT,-0.04,0.16,1.76,484.84,0.03,3.98,
3003,CIG,,0.15,0.45,10.57,0.18,0.89,
3004,CIM,1.04,0.59,1.39,15.47,0.5,3.58,0.04
3005,CL,0.59,0.16,3.51,0.31,0.8,2.24,0.01
3006,CLB,3.31,0.04,1.28,3.07,1.12,7.8,0.11
3007,CLDR,1.14,-0.16,0.51,3.79,0.82,2.79,0.08
3008,CLI,1.02,-0.13,-0.59,15.52,0.93,5.18,0.06
3009,CLS,2.6,0.02,1.14,10.99,0.77,1.68,0.01
3010,CLX,0.19,0.1,7.69,5.97,0.81,5.56,0.07
3011,CMC,1.28,0.05,2.73,17.88,0.91,4.46,0.03
3012,CNA,0.84,0.11,4.35,44.5,1.0,2.1,0.01
3013,COR,0.29,0.14,2.09,1.0,0.98,3.16,0.03
3014,CORR,0.94,-0.28,0.21,0.65,0.25,4.6,0.03
3015,CPAC,0.5,0.09,0.32,16.39,0.06,0.77,
3016,CPB,0.58,0.09,3.06,9.64,0.55,6.35,0.08
3017,CPLG,2.03,-0.12,-1.79,14.13,0.87,1.7,0.01
3018,CRS,2.23,-0.2,-0.41,28.76,0.92,6.78,0.06
3019,CTK,-0.03,-0.11,0.33,-0.23,0.03,3.28,
3020,CUK,2.31,0,0.54,17.5,0.11,1.59,
3021,CVI,1.99,-0.05,1.3,10.14,0.94,1.73,0.05
3022,CXP,1.33,0.36,0.18,22.56,0.82,2.24,0.01
3023,DDD,1.24,-0.09,0.42,3.7,0.69,4.61,0.13
3024,DDS,0.83,0.05,5.76,72.73,0.79,3.54,0.18
3025,DIDI,,-0.01,,,0.1,3.16,
3026,DK,2.06,-0.07,0.72,12.33,0.95,4.31,0.06
3027,DKL,2.98,0.28,4.55,-2.56,0.1,2.51,0.01
3028,DRQ,1.55,-0.13,0.15,28.46,1.04,7.2,0.08
3029,E,1.26,-0.0,3.45,22.32,0.01,2.7,
3030,ELVT,2.71,0.07,0.53,4.68,0.54,3.63,0.05
3031,ENBL,2.47,0.05,0.69,15.59,0.12,2.31,0.03
3032,EPAC,,0.07,,,1.03,5.94,0.02
3033,EQC,0.29,0.27,-0.07,25.48,0.97,2.54,0.04
3034,ETRN,2.3,0.3,1.06,7.42,0.89,2.08,0.03
3035,EXPR,1.82,-0.11,-0.04,0.15,0.57,0.51,0.05
3036,FET,4.28,-0.2,-2.86,67.8,0.45,6.54,0.08
3037,FHI,1.1,0.23,,,0.84,9.02,0.04
3038,FI,1.41,-0.19,-0.01,2.92,0.59,4.17,0.02
3039,FIX,1.1,0.05,4.05,20.01,0.97,4.94,0.02
3040,FLNG,0.62,0.36,,15.17,0.26,1.61,0.0
3041,FLO,0.25,0.05,1.2,6.68,0.7,10.03,0.06
3042,FMS,1.0,0.06,3.32,20.48,0.04,3.35,
3043,FSLY,1.07,-0.55,-0.25,9.1,0.66,3.27,0.18
3044,GCP,0.88,0.11,1,8.85,0.72,4.4,0.02
3045,GKOS,1.76,-0.21,-0.82,12.82,0.97,3.24,0.07
3046,GLOP,2.89,0.27,0.95,12.51,0.26,5.24,0.05
3047,GOL,2.0,-1.3,0.26,-95.09,0.14,2.34,
3048,GPX,1.64,0.03,1.21,12.99,0.7,4.54,0.04
3049,GRA,1.45,0.01,4.46,4.6,0.85,1.5,0.04
3050,GSBD,1.52,1.16,1.75,15.91,0.24,1.05,0.0
3051,H,1.52,-0.89,-0.19,28.35,0.99,6.86,0.11
3052,HBB,1.07,0.03,2.15,5.97,0.49,12.97,0.03
3053,HE,0.23,0.09,1.99,21.41,0.55,3.67,0.01
3054,HLI,0.69,0.21,3.9,19.6,1.08,7.7,0.04
3055,HMN,0.64,0.13,3.25,40.83,1.02,6.47,0.03
3056,HMY,0.9,0.1,0.49,51.69,0.3,3.52,
3057,HRL,-0.08,0.08,1.9,12.4,0.44,6.29,0.05
3058,HSBC,0.63,0.22,3.4,43.28,0.01,3.31,
3059,HT,2.8,-0.52,-1.31,15.64,0.66,3.56,0.04
3060,HXL,1.52,-0.02,1.41,17.74,1.06,15.09,0.11
3061,ICL,0.45,0.07,0.29,3.12,0.13,2.75,0.0
3062,IHG,0.98,-0.15,2.47,-10.17,0.03,1.85,
3063,INGR,0.84,0.0,7.06,39.31,0.89,2.78,0.02
3064,JHG,1.43,0.23,3.69,26.72,0.77,5.98,0.02
3065,JKS,0.93,0.01,3.85,213.15,0.5,5.58,
3066,JMIA,3.54,-1.05,-1.69,5.49,0.3,2.1,
3067,JMP,0.94,0.05,0.65,3.37,0.18,0.6,0.01
3068,JWN,2.42,0,2.31,1.04,0.62,2.77,0.16
3069,KAMN,1.36,-0.08,2.05,27.59,0.94,6.74,0.05
3070,KMB,0.52,0.12,7.93,1.53,0.76,3.51,0.03
3071,KMI,1.12,0.13,0.92,14.21,0.62,1.74,0.01
3072,KNOP,1.35,0.36,2.65,18.51,0.24,2.07,0.01
3073,KR,0.35,0.01,3.04,12.34,0.87,7.79,0.08
3074,KRA,2.45,-0.21,2.54,19.63,0.97,5.92,0.06
3075,LCI,1.13,-0.38,0.4,3.27,0.88,15.51,0.32
3076,LII,0.83,0.12,13.47,-4.25,0.69,6.83,0.04
3077,LL,2.53,0.06,1.42,8.2,0.78,5.14,0.07
3078,LOMA,1.55,0.23,0.83,449.2,0.24,2.81,
3079,LPL,1.12,0.04,1.22,15931.45,0.03,9.01,
3080,LTC,0.95,0.38,1.79,19.22,0.77,3.98,0.05
3081,LUMN,1.06,-0.05,,,0.78,8.38,0.1
3082,MAC,2.04,-0.37,-0.38,14.38,0.79,8.3,0.13
3083,MD,2.15,-0.44,1.63,9.02,1.08,9.47,0.13
3084,MDLA,1.45,-0.37,-0.03,3.0,0.77,2.7,0.08
3085,MEI,1.27,0.11,3.44,23.35,0.96,3.93,0.03
3086,MFG,0.77,0.19,0.33,702.58,0.0,4.07,
3087,MKC,0.49,0.12,3.16,15.54,0.82,4.08,
3088,MOV,1.26,0.11,2.57,18.26,0.92,5.68,0.07
3089,MTD,1.02,0.2,34.88,8.71,0.96,3.48,0.02
3090,NBR,3.66,-0.33,-50.47,136.75,0.74,4.09,0.07
3091,NEXA,1.69,0.06,1.25,9.94,0.29,0.81,0.0
3092,NGL,2.68,-0.13,0.3,4.5,0.36,2.13,0.03
3093,NHI,0.96,0.49,3.7,33.85,0.68,2.38,0.02
3094,NINE,3.55,-0.33,-0.93,0.45,0.65,3.13,0.07
3095,NTCO,,0.0,,,0.06,1.9,
3096,NYC,,-0.94,,,0.12,0.49,0.0
3097,OLP,1.47,0.54,0.62,14.36,0.52,6.08,0.02
3098,PAM,1.35,-0.2,4.52,2366.22,0.15,3.78,
3099,PBF,3.01,-0.02,0.12,13.37,0.71,4.33,0.15
3100,PBFX,1.78,0.42,2.08,2.99,0.22,7.53,0.06
3101,PGRE,1.48,-0.06,-0.16,16.57,0.66,3.63,0.03
3102,PHI,0.18,0.13,1.89,504.08,0.03,4.28,
3103,PKG,0.94,0.09,8.37,35.38,0.95,3.34,0.03
3104,PLTR,,-0.95,,,0.24,1.15,0.03
3105,PNM,0.51,0.12,2.51,23.66,0.85,5.01,0.03
3106,PNW,0.3,0.15,5.12,50.4,0.89,3.92,0.03
3107,PRTY,3.93,0.07,0.83,0.68,0.76,4.39,0.08
3108,PRU,1.69,0.04,13,147.2,0.57,3.18,0.01
3109,PSB,0.49,0.38,4.04,29.41,0.73,3.95,0.03
3110,QS,,0,,,0.29,5.68,0.16
3111,RES,2.14,-0.06,0.11,2.93,0.28,12.16,0.12
3112,REV,2.86,-0.26,-2.59,-36.62,0.1,10.86,0.19
3113,RGR,0.35,0.18,6.32,16.41,0.72,3.24,0.07
3114,RIG,3.65,0.04,-0.74,18.36,0.53,4.07,0.1
3115,RKT,,0.02,,,0.54,1.14,0.09
3116,RNR,0.47,0.11,17.34,131.15,0.98,1.12,0.02
3117,RPAI,1.8,0.04,0.04,7.38,0.93,1.37,0.03
3118,RSF,,0,,,0.19,0.23,
3119,RYI,1.65,0.02,2.95,4.41,0.94,3.94,0.04
3120,RYN,0.96,0.09,0.46,11.01,0.93,7.43,0.04
3121,SCU,1.51,0.23,4.25,-10.59,0.48,4.88,0.04
3122,SFBS,1.18,0.54,3.55,19.02,0.61,18.71,0.06
3123,SHO,1.33,-0.89,0.14,8.33,1.02,3.39,0.06
3124,SII,1.2,0.2,,,0.26,5.79,
3125,SJM,0.32,0.1,9.17,74.99,0.91,9.75,0.1
3126,SJW,0.39,0.11,2.5,32.84,0.77,4.33,0.01
3127,SKT,1.91,0.05,0.35,3.65,0.82,20.83,0.24
3128,SKY,2.02,0.07,2.16,10.04,0.99,2.83,0.02
3129,SMLP,3.32,0.52,2.1,122.5,0.4,0.56,0.0
3130,SNR,2.11,-0.01,-0.21,2.45,0.79,3.02,0.02
3131,SON,0.85,-0.04,3.77,18.91,0.78,8.96,0.04
3132,SPNT,1.15,0.25,,,0.82,1.86,0.01
3133,SRLP,0.93,0.01,2.1,3.51,0.77,0.81,0.0
3134,TAL,-0.01,-0.03,1.41,8.07,0.89,0.66,
3135,TEVA,1.45,-0.24,2.74,9.07,0.51,4.04,
3136,TISI,2.02,-0.09,-0.25,6.95,0.79,2.8,0.09
3137,TTC,0.79,0.11,3.95,11.48,0.85,2.7,0.01
3138,TWI,2.52,-0.02,0.58,2.73,0.71,2.76,0.03
3139,UE,1.79,0.19,0.33,8.13,1.01,4.92,0.04
3140,UL,0.2,0.11,2.44,5.82,0.09,1.4,
3141,UNF,1.05,0.08,8.1,95.43,0.99,3.11,0.01
3142,UNFI,1.27,0.01,3.35,23.12,0.9,9.62,0.09
3143,USAC,2.23,0.01,0.03,3.48,0.24,2.27,0.02
3144,USNA,0.92,0.11,6.78,19.72,0.59,9.38,0.05
3145,UVE,1.05,0.02,2.55,14.56,0.68,3.33,0.02
3146,VER,1.17,0.22,1.36,29.43,0.95,5.37,0.06
3147,VET,3.59,0.67,0.61,8.85,0.22,3.35,
3148,VIV,0.12,0.11,0.73,41.52,0.08,4.63,
3149,VNE,2.55,-0.26,-1.91,10.11,0.63,16.84,0.07
3150,VNO,1.37,-0.03,0.49,26.93,0.79,9.99,0.1
3151,WBT,2.39,0.04,0.73,1.93,0.92,12.08,0.09
3152,WIT,0.64,0.17,0.3,101.3,0.03,7.98,
3153,WLKP,1.12,0.07,2.26,14.73,0.39,2.59,0.01
3154,WOR,1.07,0.23,4.01,27.1,0.49,7.82,0.05
3155,WPG,1.46,-0.55,-7.08,14,0.16,0.93,0.14
3156,WRE,0.94,-0.07,-0.03,15.36,0.93,8.24,0.07
3157,WTM,0.51,0.5,21,1246.44,0.9,1.69,0.01
3158,WTS,0.88,0.08,4.42,31.82,0.99,5.24,0.03
3159,XL,,0.39,-0.17,2.77,0.18,3.28,0.16
3160,YELP,1.87,0.02,0.38,11.35,0.93,9.08,0.07
3161,YSG,,-0.5,,,0.18,4.93,
3162,AAON,0.53,0.15,1.54,7.12,0.72,12.71,0.05
3163,ABTX,1.09,0.33,2.76,37.68,0.52,4.25,0.02
3164,ADMP,1.32,-2.99,-0.2,0.04,0.11,2.8,0.07
3165,ADP,0.75,0.17,6.54,13.32,0.81,2.53,0.01
3166,AESE,1.74,0,-0.16,2.15,0.21,3.13,0.02
3167,ALOT,0.79,0.07,0.83,10.48,0.55,3.59,0.0
3168,ALRS,0.78,0.22,1.84,19.15,0.38,9.61,0.01
3169,ALTA,0.94,0.35,2.32,18.54,0.48,3.19,0.02
3170,ALTM,4.27,0.69,4.07,-88.36,0.42,3.29,0.05
3171,ALYA,0.98,-0.05,0.11,1.89,0.42,4.12,0.0
3172,AOSL,2.65,0.09,3.03,13.24,0.59,2.85,0.03
3173,APPF,1.08,0.5,0.57,8.29,0.87,6.49,0.06
3174,APRE,-0.12,0,-1.99,-59.91,0.43,0.36,0.04
3175,ARCT,2.81,0,7.69,15.14,0.75,4.22,0.14
3176,AROW,0.7,0.36,2.86,22.03,0.46,3.84,0.01
3177,ASLE,,0.16,,,0.78,9.85,0.13
3178,ATXI,0.6,0,-0.26,0.09,0.07,1.46,0.05
3179,AXDX,1.88,0,-1.2,-1.11,0.4,30.54,0.18
3180,BANF,1.44,0.33,3.75,33.4,0.45,8.68,0.05
3181,BBBY,1.86,0.01,2.1,11.75,1.06,9.87,0.45
3182,BCBP,0.62,0.31,1.55,13.3,0.37,0.88,0.0
3183,BFC,0.37,0.41,4.75,39.26,0.28,29.73,0.03
3184,BHF,1.57,-1.5,13.36,172.93,0.84,4.55,0.04
3185,BKCC,1.77,0.59,0.36,4.35,0.37,1.93,0.01
3186,BKEP,2.39,0.6,0,9.28,0.29,0.4,0.0
3187,BLBD,1.35,0.01,1.69,-1.94,0.93,4.07,0.04
3188,BLCM,1.74,0,-2.93,-1.55,0.22,6.26,0.13
3189,BLCT,,-0.24,,,0.2,1.53,
3190,BOCH,0.69,0.31,1.05,10.58,0.62,7.34,0.04
3191,BSBK,,0.36,,,0.12,9.1,0.01
3192,CACC,1.2,0.53,34.02,139.4,0.75,20.72,0.25
3193,CBFV,0.81,-0.23,1.77,24.62,0.25,1.24,0.0
3194,CBRL,1.45,0.09,8.26,25.65,0.83,5.66,0.09
3195,CBSH,0.97,0.37,3.54,28.24,0.69,8.86,0.03
3196,CBTX,1.04,0.23,1.57,22.31,0.38,10.4,0.02
3197,CCBG,0.78,0.16,1.82,19.25,0.46,13.84,0.03
3198,CFBK,0.8,0.37,2.41,17.55,0.43,0.17,0.0
3199,CFFN,0.28,0.37,0.51,9.44,0.78,8.41,0.05
3200,CHCO,0.62,0.38,4.57,43.99,0.64,5.84,0.04
3201,CLBK,0.37,0.28,0.7,9.43,0.19,14.08,0.05
3202,CLNE,1.88,-0.41,0.04,2.56,0.4,2.55,0.08
3203,CLVS,1.76,-1.98,-1.2,-2.11,0.5,8.06,0.23
3204,CNDT,1.93,-0.02,0.64,5.5,0.77,4.3,0.02
3205,CNFR,1.12,0.01,0.12,3.82,0.08,0.24,0.0
3206,CNXN,0.74,0.02,2.96,24.74,0.43,6.23,0.03
3207,COHR,1.56,-0.09,8.76,32.49,0.89,16.92,0.1
3208,COLB,0.92,0.33,2.4,32.1,0.91,6.35,0.03
3209,CRON,1.83,0,,4.23,0.17,7.38,0.11
3210,CRTX,0.75,0,-3.83,5.29,0.63,18.04,0.21
3211,CRWS,0.93,0.09,0.81,4.19,0.42,0.32,0.0
3212,CVAC,,-2.64,,,0.23,2.54,0.04
3213,DFFN,1.56,0,-0.19,0.53,0.11,0.79,0.01
3214,DFH,,0.05,,,0.23,12.01,0.08
3215,DHC,1.38,-0.15,,,0.81,6.65,0.05
3216,DISCK,1.38,0.09,3.27,16.5,0.91,2.13,0.05
3217,DSPG,0.93,-0.04,0.39,6.56,0.86,5.29,0.04
3218,EBSB,1.06,0.38,1.45,15.7,0.68,2.32,0.03
3219,EGBN,1.15,0.46,4.51,39.45,0.76,4.92,0.03
3220,ENDP,1.37,0.02,2.08,-2.59,0.83,1.3,0.14
3221,ESGR,0.7,0.77,15,308.46,0.83,4.34,0.01
3222,ESLT,0.37,0.05,8.17,51.64,0.19,1.92,0.0
3223,ESSA,0.52,0.26,1.52,19.8,0.45,9.07,0.03
3224,ESXB,1.27,0.35,0.77,7.76,0.56,0.28,0.0
3225,EXPD,0.79,0.07,5.16,17.03,0.97,2.29,0.03
3226,FANH,0.6,0.1,1.2,34.85,0.27,7.35,
3227,FARO,1.36,0.04,2.23,19.32,1.04,3.13,0.03
3228,FBRX,,0,,,0.53,0.27,0.14
3229,FCEL,5.0,-1.53,-0.19,0.96,0.38,2.43,0.14
3230,FCRD,1.78,1.09,,,0.41,1.21,0.0
3231,FFBC,1.21,0.29,1.77,23.16,0.75,5.71,0.02
3232,FFIN,0.89,0.44,1.44,11.78,0.61,15.52,0.06
3233,FHB,1.3,0.37,1.74,20.68,1.03,10.95,0.08
3234,FLNT,2.91,-0.01,0.21,2.71,0.3,5.08,0.05
3235,FMAO,0.32,0.28,1.96,22.22,0.22,1.18,0.01
3236,FNWB,1.0,0.21,,20.02,0.55,5.28,0.01
3237,FRBK,1.39,0.09,0.12,5.24,0.74,32.31,0.13
3238,FTEK,5.84,0.02,0.1,1.54,0.19,3.19,0.04
3239,FULT,0.85,0.27,1.22,14.99,0.65,5.29,0.03
3240,GABC,0.79,0.34,2.51,23.25,0.46,9.11,0.02
3241,GAIN,1.54,1.4,0.83,11.52,0.15,4.32,0.01
3242,GBDC,0.7,1.22,1.17,14.6,0.47,2.13,0.01
3243,GBLI,0.42,-0.0,3.5,48.0,0.82,0.81,0.0
3244,GECC,2.03,0.65,0.4,3.89,0.26,4.21,0.03
3245,GLAD,1.46,1.17,0.79,8.11,0.12,1.43,0.01
3246,GRPN,2.88,-0.05,3.28,3.73,0.68,5.19,0.14
3247,GSKY,1.68,0.03,0.45,-0.01,0.74,3.02,0.04
3248,HA,2.37,-0.4,1.23,11.97,0.8,2.35,0.07
3249,HHR,0.69,0.29,1.5,86.93,0.61,0.1,
3250,HMHC,1.38,0.06,-0.34,0.38,0.91,7.35,0.04
3251,HOPE,1.66,0.29,1.55,16.57,0.86,4.31,0.03
3252,HRZN,1.08,0.24,1.34,11.07,0.1,4.33,0.02
3253,HTBI,0.67,0.1,1.83,24.62,0.61,3.45,0.01
3254,ICMB,2.65,-0.09,0.99,10.15,0.57,0.91,0.01
3255,IDRA,1.82,0,-0.57,0.91,0.2,3.51,0.09
3256,INFN,1.19,-0.11,0.39,2.12,0.94,13.13,0.17
3257,INGN,0.94,-0.01,-0.23,15.92,0.95,2.91,0.06
3258,INOV,0.59,0.05,0.94,4.68,0.7,8.66,0.05
3259,INTC,0.59,0.24,4.57,19.76,0.65,3.22,0.01
3260,INTZ,0.99,-1.49,0.8,0.69,0.26,3.94,0.19
3261,IRBT,1.23,0.07,5.25,29.16,0.92,15.54,0.44
3262,ITRM,1.25,0,-0.36,0.18,0.1,0.33,0.02
3263,ITRN,1.35,0.13,2.06,5.82,0.53,2.38,0.0
3264,JAKK,2.81,-0.05,0.6,-1.19,0.22,0.15,0.01
3265,JOBS,0.66,0.25,3.15,183.55,0.46,2.82,
3266,KLXE,3.41,-0.44,-5.78,-0.48,0.27,3.43,0.1
3267,KRMD,0.47,-0.13,,,0.6,7.31,0.09
3268,LAZY,1.99,0.04,2.12,10.57,0.69,5.92,0.12
3269,LGIH,1.57,0.15,15.65,48.87,0.89,7.97,0.11
3270,LHDX,,0,,,0.5,1.09,0.07
3271,LILA,1.48,-0.0,0.63,12.0,0.78,3.47,0.01
3272,LILAK,1.48,-0.0,0.54,11.7,0.79,7.32,0.03
3273,LJPC,2.36,0.04,0.21,-2.78,0.7,14.71,0.08
3274,LKFN,0.84,0.43,3.36,25.76,0.75,9.64,0.07
3275,LMNL,1.41,0,,,0.0,0.16,0.04
3276,LMRK,1.05,0.36,0.4,14.72,0.21,0.07,0.0
3277,LSTR,0.98,0.06,8.36,19.86,1.03,3.89,0.04
3278,MCBS,0.21,0.42,2.29,9.95,0.15,9.92,0.01
3279,MGEE,0.56,0.19,3.18,27.59,0.52,5.95,0.01
3280,MGI,1.73,-0.01,0.21,-3.25,0.67,2.78,0.05
3281,MGLN,1.21,0.08,4.21,73.09,1.0,7.76,0.09
3282,MGPI,1.45,0.12,3.28,16.44,0.8,40.51,0.19
3283,MILE,,0,,,0.53,7.15,0.14
3284,MLVF,1.07,0.11,1.22,19.37,0.71,5.01,0.0
3285,MMLP,2.85,-0.02,-0.08,-1.19,0.32,0.96,0.01
3286,MMYT,1.23,-0.24,-0.19,7.94,0.7,6.59,0.04
3287,MNRO,1.14,0.04,2.26,22.39,1.14,20.18,0.18
3288,MSON,1.39,-0.2,-0.7,7.99,0.43,1.76,0.01
3289,MVBF,1.01,0.29,2.05,20.38,0.46,5.77,0.01
3290,MVIS,4.09,0,-0.26,0.43,0.15,2.57,0.2
3291,MYGN,1.64,-0.05,0.19,11.41,0.99,12.68,0.1
3292,NATI,1.09,0.02,0.94,9.28,0.91,6.74,0.03
3293,NEWT,1.16,0.62,2.09,16.28,0.13,0.48,0.01
3294,NOVT,0.99,0.07,2.64,13.46,0.95,7.53,0.02
3295,NRIM,0.78,0.29,3.08,37.29,0.73,3.55,0.01
3296,NTCT,0.81,0.02,1.95,27.2,0.98,7.08,0.05
3297,NTUS,0.51,-0.03,1.7,12.4,0.99,4.66,0.03
3298,NWBI,0.62,0.29,1.03,12.11,0.64,6.1,0.04
3299,ODP,2.15,-0.03,4.54,35.8,0.89,10.69,0.11
3300,ODT,0.32,0,-0.11,2.73,0.93,0.99,0.08
3301,OMP,2.53,0.38,3.26,6.33,0.13,2.63,0.01
3302,OPI,1.26,0.06,-0.68,33.55,0.82,8.2,0.05
3303,OXSQ,1.36,2.61,0.49,4.88,0.08,1.21,0.0
3304,OZON,,-0.2,-1.78,359.32,0.23,2.76,
3305,PBCT,1.19,0.16,1.32,17.42,0.73,2.66,0.03
3306,PBIP,0.1,0.26,0.97,16.4,0.29,2.76,0.01
3307,PBPB,1.6,-0.24,-0.09,0.23,0.67,3.85,0.02
3308,PBYI,1.14,-0.14,-0.21,0.41,0.89,9.31,0.08
3309,PETS,0.54,0.09,1.7,7.03,0.9,15.77,0.31
3310,PFX,1.86,0.3,,,0.28,0.73,0.0
3311,PROG,,-2.53,,,0.7,1.45,0.06
3312,PROV,0.59,0.21,0.97,16.73,0.61,8.76,0.01
3313,PXS,-0.46,-0.4,-0.15,1.37,0.1,0.26,0.01
3314,QADA,1.27,0.04,1.38,6.43,0.59,7.95,0.03
3315,QLYS,,0.18,2.93,10.3,0.97,14.39,0.14
3316,RAIL,2.44,-0.78,-0.38,1.96,0.27,0.14,0.09
3317,RAVN,1.53,0.06,1.28,9.58,0.86,11.31,0.08
3318,RDI,1.79,0.06,-0.07,4.34,0.47,0.29,0.0
3319,RDUS,0.93,-0.24,0.81,-4.57,1.08,17.45,0.15
3320,RIDE,,0,,,0.3,2.14,0.17
3321,RNST,1.29,0.24,2.41,38.61,0.82,12.37,0.07
3322,SABR,2.28,-1.32,0.01,0.08,1.1,8.08,0.19
3323,SAFM,0.66,0.04,11.63,67.63,0.82,1.63,0.02
3324,SBSI,0.6,0.44,2.74,26.29,0.52,8.04,0.03
3325,SCR,2.84,0,,,0.17,0.51,
3326,SCWX,1.13,-0.06,-0.13,7.91,0.68,4.54,0.03
3327,SDC,,-0.09,-0.2,3.44,0.67,6.92,0.32
3328,SEAC,0.79,-0.61,-0.25,0.94,0.22,1.06,0.01
3329,SFNC,0.88,0.33,2.19,27.04,0.74,12.03,0.05
3330,SIGI,0.83,0.13,5.12,42.38,0.83,5.93,0.01
3331,SMMT,0.62,0,-0.01,0.78,0.1,2.18,0.03
3332,SND,2.03,0.33,-0.14,6.85,0.44,11.97,0.11
3333,SNDL,6.18,0,-0.44,,0.09,2.85,0.15
3334,SOLY,0.21,0,-0.81,1.26,0.4,11.21,0.17
3335,SPTN,0.79,0.01,1.92,20.7,0.84,12.41,0.11
3336,SPWH,1.11,0.07,1.82,4.88,1.02,7.2,0.08
3337,SPWR,1.78,0.39,0.65,2.09,0.34,5.86,0.18
3338,STKS,2.59,-0.05,0.58,0.82,0.26,1.51,0.02
3339,STMP,0.46,0.15,8.93,55.02,0.86,4.57,0.09
3340,SUNW,1.47,-0.44,-0.06,2.89,0.32,1.81,0.17
3341,TBNK,0.56,0.3,1.72,27.52,0.47,2.69,0.01
3342,TC,0.17,-0.49,0.71,14.64,0.01,0.11,
3343,TCDA,1.29,0,-2.84,1.23,0.86,7.16,0.08
3344,THFF,0.83,0.32,3.59,44.23,0.66,3.14,0.01
3345,THRM,1.48,0.08,4.23,18.51,1.04,4.71,0.03
3346,THTX,1.78,-0.37,,,0.25,1.68,0.0
3347,TIGO,0.86,-0.04,2.52,20.26,0.2,2.6,0.0
3348,TRMK,0.99,0.28,2.09,27.76,0.65,2.16,0.04
3349,TROW,1.19,0.42,12.85,35.29,0.74,9.71,0.03
3350,TRST,1.17,0.33,3,29.61,0.68,2.5,0.02
3351,TRVG,1.75,-0.09,0.02,1.85,0.47,1.99,
3352,UIHC,0.76,-0.12,0.9,8.38,0.31,2.87,0.02
3353,USAP,1.57,-0.14,-0.02,24.9,0.71,0.38,0.0
3354,USWS,1.69,-0.4,0.15,-1.29,0.46,0.51,0.06
3355,VCNX,1.73,0,-0.14,0.03,0.36,6.22,0.03
3356,VIOT,1.39,0.03,0.98,23.41,0.36,2.03,
3357,WAFD,0.91,0.29,2.23,27.82,0.85,5.47,0.04
3358,WDFC,-0.24,0.17,5.63,13.68,0.9,22.7,0.13
3359,WRLD,1.59,0.17,6.93,65.41,0.84,38.26,0.26
3360,WSBF,0.34,0.3,1.59,18.14,0.58,2.12,0.01
3361,WTBA,1.02,0.45,2.46,14.18,0.42,10.33,0.02
3362,XENT,1.59,-0.67,-1.26,1.58,0.93,3.85,0.06
3363,XONE,1.32,-0.28,-0.58,7.54,0.41,3.89,0.1
3364,YJ,1.66,-0.03,0.1,6.15,0.1,2.93,
