,Recent headlines and conversations for MDT,Polarity
872,"C&P from the Jeffereys Converence today - first section:Karen ParkhillThank you, Raj. Happy to be here.Question-and-Answer SessionQ - Rajbir DenhoyGreat. Yes. I wanted to maybe start with just exploring several issues that came up on the last earnings call, which I think was just a week before last. Seems like a long time ago, but it's just two weeks ago. Then we can transition to the pipeline and sort of other aspects of the story.Maybe at a high level, you chose not to give guidance, which a lot of companies didn't do, but you did give us some very substantial guidepost, I think, in the way to kind of model the company and think about the next 12 months. And so there was quite a few questions, though, that came out on the revenue outlook. And you gave some quantitative or qualitative guidance, I should say, around next quarter being potentially lower than the previous quarters, the first quarter being down on the fourth quarter. But also some of the commentary you gave around how different geographies were performing suggested that maybe that was a conservative outlook. And so is there anything maybe you want to add to that or kind of ground us in what you're really seeing right now?Karen ParkhillYes. No, thanks for the question, Raj. We are really encouraged by the things that we have seen in the month of May. Some recoveries, particularly across our cardio business and in the U.S. and a little bit earlier than we had initially anticipated. So we're encouraged by that, and we talked about on our earnings call some of the early and gradual recovery that we're seeing in China and in Western Europe. And that has remained. Even though 1.5 weeks has passed since our earnings call, those trends are still there.It's true that we did say that we expect our first quarter to be potentially modestly worse than our fourth quarter because of the full quarter impact. And we really didn't want to get ahead of ourselves on some of the early trends we're seeing because early trends don't necessarily make a full quarter. And we knew that we had some patient backlog for some procedures that we were seeing come back relatively quickly. But we know in certain procedures, it takes time to build up the backlog once you've gotten through that backlog. And in certain cases, we could see some strong recovery, a little bit of a dip, followed by recovery again. And so it was too early to make any broader calls than that.But clearly, we're encouraged. And if the quarter continues to play out based on the early trends that we've seen in this quarter, we'll do a little bit better than what we said. But at this stage, again, too early to call the quarter.Rajbir DenhoyNo. Completely makes sense. And you gave us a little bit on this, but in terms of the pace of the recovery and what you're seeing, other than, obviously, with daily sales volumes, which we don't want to get into that pattern of updating on that frequency, but are there other things that you're seeing, conversations with hospitals, surgery schedules building, any other anecdotes you can point to in terms of how the recovery is shaping up?Karen ParkhillYes. And clearly, you talk about daily sales. We're watching daily sales. We're watching weekly sales. But clearly, you see ups and downs in those, and so they don't necessarily make a trend. But we're encouraged by the fact that hospitals, particularly in the U.S., do want to get back to having some of our more elective procedures more quickly. They need it from their financial stability perspective. And so they're anxious to bring those back. We are prepared and anxious and ready to help them. Our sales teams are fully equipped with the right PP&E. We hope to be one of the first vendors that is back in the hospitals across the country and across the world actually because we are ready, we are prepared. We are helping our customers with protocols and standards and procedures in place. And so we're building stronger customer relationships as we come out. And we're ready to help make this recovery as fast as it can be.Rajbir DenhoyGreat. Just two more questions on the revenue side, and we can talk a little bit about the margin picture. The other kind of guidepost you gave us was that you expected the fourth quarter of this year -- of this fiscal year to be up on a 2-year stack basis, actually show positive growth, which would imply something around 25%, perhaps 30% sort of growth. So maybe just -- is that the right way to think about that? Are we looking for that level of growth in the fourth quarter of this year?Karen ParkhillOur likely scenario does indicate that. And when you think about it, it's going to be substantial growth if we're back to more normal levels off of a very low base in the prior year fourth quarter. So just given that, it needs to be high growth. And so that's why we've chosen to look at it on a stacked basis because neither year -- neither fourth quarter is normal...",0.9996
873,I'm going to laugh at you all if you don't know today is the third week of options expiration with today being the last trading day since tomorrow is Good Friday.,0.7759
874,"We can go much further, and I can extend that if you'd like or I can do you a favor by creating a temp. entry point.",0.8227
875,broke 90 on the downside,-0.5796
876,Best player in a growth industry with no signs of slowing down over the next 10 years. Buy and hold,0.6422
877,"10/16/18 - ""Medtronic (NYSE:MDT) initiated with Overweight rating and $113 (20% upside) price target at Barclays. Shares up 1% premarket.""",0.1934
878,MDT is down 6.34% to 84.46,-0.2462
879,still strong,0.5371
880,Move your money to ABT. Nothing to see here at MDT.,0.139
881,New Diabetes pump is going to change the world. $100 by Christmas.Aapl and JNJ will get a bump too. You heard it here first.,0.5272
882,"Wow. I remember buying this at $32 and nobody wanted it. Now people are unable to buy enough of it here at $95. Oh well, I was out a while ago and buying other stocks below their yearly lows. The professionals keep telling you to buy what nobody wants but everybody buys high.",0.8461
883,I am glad to see MDT is not down on the news. The market must feel it is a good one. I own both mdt and mzor,0.7741
884,Why is this not moving up?,0.5724
885,"A few years ago, a friend who works for a major competitor of MDT actually recommended MDT. Today I decided to do some research on this company. One thing I don't like however is the large number of recent insider sales.",0.8134
886,I see nothing to account for the price drop today other than MDT has been drifting up and this could be profit taking - Stryker was down as well. MDT is up after hours + $.39 on 512k shares traded which is big for MDT - stay tuned.,0.847
887,"Order imbalance at close 500,000.00+ shares to BUY",0.5718
888,"Just starting to research this, looking for opportunities. Did they just have a recall on some equipment in March and now another announced today? Looks like 11 instances that patients were hurt. Any concern for the company getting kicked around for a bit?",0.5569
889,Huge sell off . Not good,0.6953
890,JP Morgan Q&A is available on MDT's site when you click on the webcast. There will be a slowdown in CVG to 1.5% - 2% for this Q3 but will come in at 3% - 3.5% for FY 19. Looks like a market shift that MDT will move with. The CFO stated that if the proposed IRS reg changes that are currently in a public comment period do go into new Regs then it could be a shift from MDT's current 15% overall tax rate up by 2% or better - could be 250 bp's or 2.5% for 2020. The CFO said new regs have been proposed over a period of months and out for comment for weeks. Should that happen then it will tamp down EPS growth from the 9% - 10% run rate to perhaps below 8% for 2020. After that Omar and Karen said it would revert back to trend at 9% - 10% EPS growth. That was the catalyst to drop MDT 6% in the early afternoon on an up day. They said they were looking for offsets. It wasn't asked but I assume that the new tax burden would apply to MDT's competitors alike. I haven't seen anything published specifically about the new IRS regs in question.,0.9758
