,Recent headlines and conversations for NFLX,Polarity
4685,They can't afford a 110 dollar total fee for netflix for a year...but they want you to know they know something about something trading for 1 share at 3X that price. if it wasnt so sad..be funny. Z,0.819
4686,"I hope it doesn’t go down too much, wait till I Short tomorrow",-0.1549
4687,420 tomorrow,0.0024
4688,I like NFLX but the price needs to drop. I need an entry point bad :),-0.2243
4689,"Why No One Can Catch NetflixBY MarketWatch— 6:44 PM ET 08/26/2018Knocking Netflix ( NFLX Loading...Loading...) is easy. Critics say the streaming company can't grow without big spending, making it impossible to turn a profit. But that assessment misses the key insight driving Netflix's ( NFLX Loading...Loading...) success, and why the stock is likely to climb again after last month's tumble.What Netflix ( NFLX Loading...Loading...) understands is that getting subscribers and, just as important, keeping them, is everything in the new media environment. The definition of success has shifted from how many eyeballs a channel can grab on a given night to how effectively a piece of content helps retain subscribers month after month. That insight has propelled Netflix ( NFLX Loading...Loading...) far ahead of Hulu and prompted the costly takeover battle between Comcast(CMCSA) and Walt Disney(DIS) for 21st Century Fox(FOXA) assets.It is also why Netflix ( NFLX Loading...Loading...) is sweeping up Hollywood talent. Earlier this month Netflix ( NFLX Loading...Loading...) wooed Kenya Barris, the creator of ""Black-ish,"" away from Disney, signing him to an exclusive, multiyear deal. Netflix ( NFLX Loading...Loading...) has also nabbed producers Ryan Murphyfrom 21st Century Fox (https://www.wsj.com/articles/netflix-signs-producer-ryan-murphy-to-multimillion-dollar- deal-1518588414) and Shonda Rhimesfrom Disney (https://www.wsj.com/articles/netflix-signs-scandal-creator-shonda-rhimes- away-from-abc-as-battle-for-talent-escalates-1502683261). It is expected to book $8 billion in expenses this year, though it will likely spend closer to $12 billion, according to Michael Morris, a media analyst at Guggenheim Securities. To some, those numbers seem excessive, but by spending to have the best content, Netflix ( NFLX Loading...Loading...) is locking in its subscribers and locking out its competitors.Netflix's ( NFLX Loading...Loading...) great advantage over its rivals is it doesn't need to show profits, as long as the subscriber numbers keep climbing. Profits can come at Netflix ( NFLX Loading...Loading...) when it has locked in enough subscribers who keep paying for content at higher prices.The major risk for Netflix ( NFLX Loading...Loading...) is that it somehow miscalculates what its subscribers want and doesn't draw in as many as expected. That happened last quarter (https://www.wsj.com/articles/netflix-reports-weaker-than-expected-number-of-new- subscribers-1531771717), when the stock tumbled 14%. But Netflix ( NFLX Loading...Loading...) has had many tumbles over the years, and strong growth has resumed. Thanks to its algorithm, Netflix ( NFLX Loading...Loading...) knows better than anyone else what kind of content it needs and when to launch it to keep subscribers happy.Disney's streaming services, set to launch next year, are the only possible threat to Netflix ( NFLX Loading...Loading...). But Netflix ( NFLX Loading...Loading...) has a giant lead; it will take Disney years to catch up, in part because lots of Disney content is still licensed to Netflix ( NFLX Loading...Loading...).Admittedly, the bar for Netflix ( NFLX Loading...Loading...) shares is higher now, and investors are nervous about whether it can keep growing at the same levels. But Netflix ( NFLX Loading...Loading...) has plenty of eyeballs still to sweep up--not only in international markets such as India and South America, but also at home, where cord-cutting continues apace.Netflix's ( NFLX Loading...Loading...) big lead may be its most important strength. It can keep bringing in talent, which will bring in new subscribers and keep existing ones happy. It will take a powerful competitor to break that cycle.",0.998
4690,Short will burn big time - congratulations,0.2797
4691,Time warner att merger highlights the fact that mainstay companies missed much of the digi media opportunities that nflx captured. Makes digi media companies look even better,0.7188
4692,"Consumer inflation is rising much slower than expected, so there is no good reason for the Fed to raise interest rates too quickly. JMHO",0.6602
4693,Disney forecast 60 to 90 million subscribers by the end of 2024 or around 5 billion a year revenue. Netflix 2018 revenue was 16 billion up 35% from 2017. With 30% growth Netflix revenue will be over 100 billion a year compared to only 5 billion a year for Disney+ by the end of 2024. Not only is Disney+ content much different from most of Netflix content the service itself is tiny by comparison.,0.3343
4694,Short at $400. Looking for low 300s or 200s this afternoon.,-0.569
4695,its about original content and Netflix better keep pumping compelling must see stuff which will cost a lot of money,0.7799
4696,http://www.stockconsultant.com/consultnow/basicplus.cgi?symbol=NFLX,0.0
4697,"this will close green, mark this post",-0.0905
4698,"It seems like people are pulling out of all tech except AMZN. At NFLX current price the a miss on earnings at 420 (a week ago), is already priced in. If they crush earnings beware.",0.3962
4699,That's it. I'm buying WMT for its streaming business,0.2504
4700,Tariffs are bullish. The removal of tariffs is bullish.,0.3543
4701,long term short on this stock. too much competition and the content is slipping.,0.1205
4702,"I won't voice my opinion on the abortion issue. I will say that if a CEO has an opinion about any controversial issue, he/she should not use the company as a weapon, as it can have a detrimental effect on shareholder value. If they wish to promote their personal bias on any issue, they should proceed independently, or resign their position. Just my opinion.",0.7159
4703,Netflix losing lots of the big name shows at the end of the month. Will this reflect on their stock?,-0.1075
4704,Why would NFLX raise $2 billion with Debt offering right now ???,0.1435
4705,Volume picking up bigly during last hour.,0.3507
4706,Reality check.,-0.1223
4707,The old Netflix stock that I know usually ends the day like this up 8%. This one is just about half way..,0.805
4708,Nice time to buy.,0.5238
4709,Poll. Will NFLX Break over high by weeks end?,0.1096
4710,"Up, Up n Away.....",0.3545
4711,How about split 1:5?,0.1966
4712,Someone is buying a lot. I see it going to $350.00. Could be tomorrow or Thursday. I’ve seen this pop 5 to 10% in 1 day. Love Netflix,0.8041
4713,"Next, FB to hire Bill and Hillary to turn things around.",0.3233
4714,"Everyone knows about Netflix. Netflix is the biggest streaming site in the world. The confidence and the trust for Netflix is really high. The stock value is about 80 times more than the revenue, we feel confident in that, price target higher than todays value.I wanna give you a tips. a streaming site, Mavshack, that has been active as long as the Netflix was active until 2011 had a stock value not even three times more then the revenue until a few days ago. In 2011 Netflix was worth as most 48 dollars, only a year later in 2012 it went down to $7, even though Netflix had 26 million subscribers, it was increasing in subscribers. Netflix was worth in its bottom only $7.00. Today 2020 Netflix is worth around $500. That means that Netflix increased its stock value with more than 7000% since its bottom in 2012. Mavshack have had a similar road until now as Netflix had its first 10 year on the market until 2012. Mavshack is increasing alot in the amount of subscribers. But the stock value have not shown its true value. The stock value has been very volatile and also has been on a down side for a long time. many investors been sceptical an pessimism have been around the stock for a while.But now its going to be a change, December 3rd 2020 it was announced that Mavshack will start Europe's largest shopping studio in collaboration with the NEP the world's leading technical production company for live productions and events. together with an EP marshak Salma has created the market's most elegant and cost effective VR studio. the market cap of Mavshack is only around 12 million American dollars. the stock is around its bottom. I can't see it getting much lower than it is now.. Now many feel like it's abiously that the stock is going to increase. With more good news about the streaming, live-sport coming up after realease of corona-restrictions and also the live shopping studio this stock can increase very rapidly and high in stock value. My own price target for this stock is around 400% for the upcoming year. I have been following this company for a long time and now I see a bright future for the company, its been an annoying ride until now. Please do your own anilyses and look this up. I feel very sure about that this stock is going to increase a lot upcoming years even though nothing in this world is totally sure. Maybe you would like to invest little in mavshack to get a big opportunity to get a big return out of it . I would still say Netflix is a more safe option but Mavshack is a great spice to it. Have a lot more potential to grow away higher in percentage. Have a pleasant day",0.9973
