,Recent headlines and conversations for GRUB,Polarity
2680,How stupid do people have to be to not be buying wtrh june and julys ( we know a buyout offer is coming and that the annuel investor meeting on the 16th triples the stock instantly.I guess as stupid as robinhood newbies pricing nkla june 19th 130 and 140 calls at half that as everybody else.So many newbies trading nkla it is going to continue to be all over the place.,0.2614
2681,$40 Calls,0.0
2682,Amazon just admitted defeat,-0.1234
2683,some one wants to buy all the GRUB shares ...Strong comeback....Accumulation before buyout ?,0.6562
2684,Bankrupt? Must be out of business,-0.4869
2685,"The Second AMZN says, no not buying CRAPHUB, the stock dives 20%..... Grubhub growth is stalling. There is no long term sustainable advantage. First mover advantage means nothing in the internet space. DONT forget their own 10-K filing that it is ""involved in legal proceedings and investigations that claim that members of the delivery network who we treat as independent contractors for all purposes, including employment tax and employee benefits, should instead be treated as employees."" That will destroy altered profits.",0.969
2686,Bought more at 32.50 yesterday. Let’s gamble again!,0.1805
2687,Dang it I shorted too soon on the way up. Short at 59 but should have been at 62!,0.1088
2688,"Whole world will be over to short grub by monday. If you must go long, go for sure longs spce spice boy, donkey kong dkng and inmode inmd. Waiter holdings wtrh. Wait long in those till door dash and post mate ipos and in spce till blue origin and space x ipos. They all go nutz then and sooner than later.bearish on grub and only lyft or uber will come out unscathed for the near term. Longer term both could do all right. Food delivery is different. Will be many winners so earlier they get in, the better futures they will have like wtrh just proved possible yesterday.",0.9658
2689,Can someone please explain how Palo Alto Delivery Service Inc.... I mean Doordash worth almost 9 times more than Grubhub doing the exact same service?,0.8352
2690,GrubHub is up 5.80% to 70.79,0.1818
2691,15.00 stock. Happy new year. Then Uber will buy them out,0.7531
2692,"will never use them again, unless they axe this CEO. Expect lawsuits from your offended employees.",-0.3338
2693,"Beat on revenue but were 6,000 customer orders short. That's all I find. GLTA",-0.0372
2694,Trump 2020,-0.0127
2695,Up up all the way to 77,0.3112
2696,We will be fine ....Market leader - place to be.https://finance.yahoo.com/news/why-grubhub-inc-stock-slipped-173600797.html,0.4024
2697,anyone know what are the earnings ?,0.1466
2698,"GRUB: oooomg this is so cheap, yum yum yum...may close 112-115$ remember today is Option Expire, MMs playTariff proof stocks: CVS WBA GRUB AMZN GOOG DOCU",0.5117
2699,This should be trading at 20 to 30 times earnings...tops. Has anyone ever had their KFC delivered? LOL.,0.6469
2700,Unbelievable why is it going opposite direction I am not understanding.,0.2597
2701,"Dumb vs stupid. Dumb means you don't have information. Stupid means you can't use information. This company depends on consumer ignorance. Did you know that Grubhub inflates the prices on their menus? To me that is a hidden, deceptive practice. Go ahead and check the Grubhub's menu prices to the actual restaurant's menu prices (especially on higher priced items). Hidden costs that very few people realize. What happens when this becomes general knowledge? Betcha you did not know this...",-0.8415
2702,do not get today's video!? so did ghub get any large chain of restaurants or not ? seems promotional HIT in the web of BS,0.316
2703,"People like convenience and this stock has it. The future is not Brick and Mortar places for Entertainment, but, dinner delivered to your house.",0.3914
2704,Uber looking to take over grubhub,-0.1021
2705,"If GRUB sells off in the afternoon like yesterday, it will close at 31 and change. I hope it doesn't, but my confidence is low.",-0.5843
2706,No profits show look at the ipo of 2019! Grab hub is going to 20s,0.2987
2707,Why my post is deleted,0.0994
2708,Q4 Guidance cut in half. Told you below $ 40 tomorrow if you lucky...,-0.2738
2709,Just back to 35.5 :)I don’t want to play with you anymore,0.5893
2710,This is a WIN WIN for both Uber and Grub.I hope they will prevail with a compromise and close the deal.The biggest risk is greed and arogence.,0.8142
2711,"Uber does not admit buying Grub, it just a Hoax on the street",0.4289
2712,"Short 2100 shares GRUB at $51.00. Yes!! Got my fill and very happy with the price. On a bad ER this should drop to the $45 level quite quickly, in my opinion. Feeling very good about this Short Sell, I like the risk/reward ratio a lot. Now, we have to wait and see what actually happens with the ER numbers AND market reaction. Because Irrational Exuberance can mess up even the best play... :-)",0.9474
2713,GRUB is PENNY stock,0.4275
2714,"So, if California says that the employee classification is retroactive, that means all the gig companies owe back pay to everyone who has worked for them? That would be dagger to the heart to $DASH $UBER $LYFT $GRUB, etc., especially since the Feds often end up adopting CA regs.",0.5201
2715,I start to SHORT GRUB when it is in GREEN.,-0.4295
2716,GrubHub is down 11.16% to 45.15,-0.2462
2717,gettin grubby,0.0752
2718,"Dow drops more than 400 points, Nasdaq snaps 6-day winning streak on reopening jittersPUBLISHED MON, MAY 11 20206:02 PM EDTUPDATED 36 MIN AGOand so GRUB will be hit harder on downtrend....by tomorrow..",0.512
2719,Even without all the headwinds GRUB is a broken business model that will never make a real profit.,-0.2117
2720,"Can't wait for these #$%$ numbers! BOOM, down to probably 25 tonight.",0.18
2721,GRUB reached a 52 Week low at 62.50,-0.1464
2722,"What's worse is I tried to buy it at 93ish this morning. Because of problems at Schwab, it didn't fill (market order). I then tried to place it again 3 times, and got an error message. Since I figured I was filled I didn't hit refresh and went on to trade other stuff. When I noticed I wasn't filled, I called. Guess what? Nope, we have no record of you trying to place a trade, let alone 3 times. I bought the pull back at 96, but #$%$! Done with those morons. I have on a Bull Spread pre Earnings. It went pretty much to zero unless we get one heckuva rally. Oh well, the stock trade will make up for that.",0.8511
2723,"Sell before Reality is shown to your, going to $1",-0.1191
2724,Overpriced #$%$ Slow Service,-0.2482
2725,GRUB announced not selling company but didn't clarify about potential merger. Such news must have basis. Otherwise WSJ and New York post wouldn't say about it. It is possible GRUB trying to get good price JMO,0.9119
2726,"At this value, higher chances of being acquired. Forward P/E is 28. If doordash is Saud to have 10-12 B market value without earning a dime then GRUB at least has equivalent market value. It earns money!",0.8163
2727,"We want know for months if grub made the right choice, but door dash ipo will skyrocket wtrh...that is a fact.WTRH, covid resurgence, dkng betting from the backyard ordering groceries and food by waitr app on google play store, while waiting on 20 a share, or 2 billion market cap.How simple, mm has to take foot off the brake JUNE 16th day before, 2 weeks straight after.",0.9464
2728,GRUB is up 6.32% to 79.36,0.1818
2729,Price is all over the place lmao! Wait for open and buy a 20% dip,0.77
2730,"Call your local restaurants... ask if they work with grub hub. If they do, tell them you will not be a customer of theirs until they fire grub hub!!!",0.3517
2731,Price war deal needs to close,-0.5369
2732,Grub getting clubbed,0.0
2733,Don’t get caught!!https://www.cnbc.com/2020/01/09/grubhub-denies-reports-that-its-for-sale.html,0.16
2734,https://finance.yahoo.com/news/waitr-expands-partnership-landry-113000116.html,0.0
2735,The board should ask Mr. Baloney to resign to save the company.,0.4763
2736,move to spce....get it back,0.1386
2737,"LONGs, are you still holding ? It was at $63 when warned you to sell. The reversal signal has been triggered.The buy out will likely happen, if at all, in $50~$55. It's a stock trade deal and who know how much it'll drop by then. DO NOT HOLD.",0.5539
2738,The CEO for this company should be fire,-0.0053
2739,if I had more m9ney id put more here but hoping baba falls below 125,0.5906
2740,"=== 10-09-2020 Waymo Begins Fully Driverless Rides for All Arizona CustomersThe Google sister company Waymo remains the acknowledged industry leader and is the first to offer a DRIVERLESS COMMERCIAL RIDE-HAILING SERVICE rides in its Chrysler Pacifica minivans available to all users in the Phoenix area. ""It's a really, really big deal, we think, for us, and for the world,"" said Waymo CEO John Krafcik.Any existing Waymo One customer can hail a driverless minivan from a fleet of more than 300. The vehicles will be operating in a smaller, roughly 50-square-mile service area. Passengers are free to invite friends and family and to share their experiences on social media. Waymo plans to open THE SERVICE TO NEW CUSTOMERS WITHIN A FEW WEEKS. ""At that point, we'll have general access to anyone who chooses to download the app,"" Krafcik said.""For the next several weeks, perhaps a month or more, every ride, 100% of our rides with Waymo One, will be FULLY DRIVERLESS,"" said Krafcik. He declined to say when Waymo planned to introduce robo-taxis in other cities, but did hint at where it might go next: ""We'd love the OPPORTUNITY TO BRING the Waymo One driver to our home STATE OF CALIFORNIA."" ====== 10-10-2020 Car design is about to change forever.As Israeli startup Ree demonstrates, the EV of tomorrow is basically just a GIANT SKATEBOARD. With tiny motors placed inside the wheels, the car can assume any form imaginable; any sort of seating or storage arrangement can be built right on top of this flat base.Traditional gas cars were built atop a flat chassis, too. But that chassis was hardly so self contained. Components like your engine and steering system are on top. Then the motor propels a complex series of axles under the car. Of course you have brakes, suspension, cooling systems, gas lines, and other systems to snake around, too. It all adds up to 30,000 parts which are screwed, pressed, glued, and welded together.Ree is one of several manufacturers working on an alternative platform. Peers include automotive mainstays like VW, newer startups like Rivian, and even Tesla. But Ree's new video, seen here, is the first time I've witnessed the odd spectacle of these flat chassis whipping around a track with no other filigree attached.The smallest is a nimble EV made for tight turns and SMALL CARGO DELIVERIES FOR LAST-MILE DELIVERY SERVICES. The MEDIUM IS FOR TRANSPORTING GOODS AND PEOPLE SHORT DISTANCES. AND THE LARGEST YOU SEE IS A FULL CLASS 1 VEHICLE–A TYPICAL CAR OR DELIVERY VAN.Ree's technology has already been licensed by Toyota for the Japanese car maker's electric truck subsidiary Hino. Hino detailed how this platform could power small city buses... but also beauticians and doctor offices on wheels. Hino even went so far as to detail a mount, which would allow these modular ""service spaces"" to pop on and off the chassis at will.DELIVERY GIANTS like Amazon are interested in these ELECTRIC SKATEBOARDS TO POWER DELIVERY FLEETS, as it just revealed new electric vans built atop a similar electric platform made by Rivian. For Amazon to have 100,000 EVs on the road by 2030, it needs these vehicles to be SIMPLE TO REPAIR, WITH INTEROPERABLE PARTS. THE SKATEBOARD DESIGN ENSURES A DELIVERY VEHICLE IS NEVER OUT OF COMMISSION FOR LONG. ===---If you can just send YOUR OWN car to pick up (or deliver) food / groceries / friends, then there's much less need for other and expensive intermediaries like Uber, Lyft, Grubhub, Doordash etc.10-12-2020 $UBER $LYFT $GRUB $TKAYY",0.9993
