,Recent headlines and conversations for PEP,Polarity
1340,"I've been on the sidelines for a while looking to get into PEP. At this dividend yield, especially with continued growth, and valuation vs. historical average it's hard not to be bullish.But the recent activity has me very worried. After an earnings beat on the top and bottom line, why do you think PEP is falling like a rock while KO is seeing such strength even though it's not seeing the strong growth and has higher P/E? Moving forward, KO for the re-opening trade? And probably less sensitivity to COGS inflation since so much of their sales literally is sugar water?Honest thoughts appreciated. Looking for my second staples stock (on top of PG).",0.9856
1341,Don’t worry. There is low volume today. It should hang around 139. See you Monday morning.,-0.2411
1342,https://www.marketwatch.com/press-release/thinking-outside-the-can-how-pepsico-is-helping-entrepreneurs-while-spurring-innovation-2018-09-19,0.0
1343,don't forget feb we get a div bump,0.1891
1344,Beat eps !,0.2737
1345,Buy set for $117.50,0.2664
1346,"I guess when we start taking our dollars elsewhere because of these companies political moves, we will be the ""intolerant"" ones. That is how it works with this bunch. Some of us don't need to tear up other people's stuff to protest.",0.1794
1347,Poor Coke shareholders. Pepsi is eating their lunch. No such thing as bad publicity.,-0.7409
1348,"you guys are high selling pre market, this is good news if they make a regular energy drink tastes just like pepsilike the old jolt cola. maybe a clear pepsi energy drink, people want regular pepsi taste with energy....if pepsi had to buy rockstar to get that accomplished, so be it.",0.9579
1349,Acting lousy.. this should be well in 150s. Pep will be feeding millions of unemployed Americans for next 2 years,0.0006
1350,"What's with this crazy upgrade/downgrade thing with Zacks?Zacks Investment Research, Inc. upgrades PEPSICO INC from HOLD to BUY.INVESTARS ANALYST ACTIONS - PRIVATE – 7:13 AM ET 09/01/2017 Zacks Investment Research, Inc. downgrades PEPSICO INC from BUY to HOLD.INVESTARS ANALYST ACTIONS - PRIVATE – 7:28 AM ET 08/30/2017Zacks Investment Research, Inc. upgrades PEPSICO INC from BUY to BUY.INVESTARS ANALYST ACTIONS - PRIVATE – 7:17 AM ET 08/29/2017",0.9574
1351,"When some idiot(s) at Pepsi sign off on paying RockStar Beverages $4B, what else would one expect this company's stock to move...SOUTH....",0.642
1352,KO and PEP are heading in opposite directions?,-0.0295
1353,Power hour is coming. Let’s land at 141 today.,0.6766
1354,Bring back TEEM!!!!!,0.3297
1355,"More and more, people are becoming more health conscious and Pepsi should align with the times instead of pushing their sugar water beverages. The company as a whole has suffered setbacks in profit due to overpaid salaried workers who are unproductive and should have been replaced.",-0.3375
1356,Stop taking so much smoking breaks!!!!It'costing pep millions of dollars.,0.4514
1357,Pepsi rockin' out the Super Bowl Halftime show with the Weeknd! Pepsi! Rockin'! #pepsi,0.8022
1358,Average buy-in of around 136 looks a bit better now than it did a few weeks ago...,0.5173
1359,I find this stock VERY disappointing,-0.305
1360,Great News on Pipeline• Merger is expected to be in Q4 2020!• MASSIVE amounts of products expected to be sold in 2020/2021• XL Fleet Expects its Largest Partner to Double/Triple Orders in 2021• Contracts with $PEP $FDX $KO and ect!,0.804
1361,Or The Balance?https://www.thebalance.com/understanding-stock-splits-3141376,-0.0244
1362,someone tell that stinky indian CEO to do something.,0.0229
1363,"SELL- SELL -no GROWTH -NO GROWTH , a DEAD stock ------K Mart went in wrong direction --$0000000000000000 NFL killed PEP---------NFL--RIP",-0.7513
1364,"With Chicago FLNA (2017 #1 region) about to cast a strike vote due to pay cuts, I may have to divest. Quality going in the wrong direction.",-0.7029
1365,Pep containers carrying coronavirus. PI lawyers ?,0.0
1366,Why is Nooyi kissing up to Trump and condoning white supremacist views? Shame on her.,0.5002
1367,"Long term trend lines indicate this should be between $150 and $155. Short term this looks like a head and shoulders pattern with a baseline near $130, when/if this breaks above $138 we should start to see a return towards the trend. Time will tell... Of course, Covid has been wreaking havoc on everything",0.3901
1368,PEP is up 6.02% to 110.19,0.1818
1369,Is it in the CEO's job description to alienate 45% of Americans and diminish the brand? The board needs to act fast and help provide her with more time to pursue what she really cares about.,0.7544
1370,"Dividend raised by ￼7%, nicely done.",0.5397
1371,Maybe Pepsi should now buy Soda stream before it gets too expensive?,0.4421
1372,"SUPERBOWL 2020, STOCK SHOULD FLOAT UPWARD NICELY.",0.9297
1373,one thing you folks need to consider is the all mighty dollar. it's been down for over 9 straight weeks. will boost PEP earnings. Feb atm calls are a buy imo,0.5732
1374,"Stock will sink like a rock over the next 6 months as the Trump supporters boycott this pig into submission, until they eject the CEO.",0.6643
1375,BUy BUY----PEP -best BUY--------going Up---on SALE----- BUY today pay more later--BUY TODAY _____,0.8366
1376,Is this going to jump?,0.2489
1377,hear a stock split coming .... that is great !!!!!!,0.8545
1378,The Kraft buyout rumors are a joke. How could a 101 billion dollar company buyout a 122 billion dollar company logistically and financially?,0.4381
1379,"Cnbc and Cramer spying on phone, computer, television..no authorization...comcast ownedhttps://youtu.be/Qa50zFAdpto",0.2803
1380,Is ACB the company that PEP is rumored in eyeing?,0.0004
1381,"Reminds me of my divorce. She leaves, I lose money. lol",0.0402
1382,Is earnings before or after bell on 2/13?,0.0476
1383,Bought this stock 5 years ago and chose it over Coke because of the Frito Lay division. Love the steady dividend and stock growth.,0.9331
1384,PepsiCo going to be up huge next year!!!,0.5986
1385,"Like PEP here for the recovery trade, price is about 10% pullback from its high. Also like the 3% dividend.",0.8809
1386,I can understand a pull back for profit taking but this is ridiculous,-0.0835
1387,"supposedly, the reason stock splitting is not done is because etf's and institutional buyers pay a fee on every share they buy and not the dollar amount",0.7957
1388,Is there something we’re missing here?,-0.1722
1389,Never liked Pepsi products. Now I know why.,0.5127
1390,Glad PEP is high again,0.6212
1391,great long term stock. they should raise their dividend higher and split the stock.,0.9263
1392,I think the best strategy right now is to sell. LMMFAO,0.6732
1393,It can not get past $134........ it gets right below it and it bounces right off.,-0.0192
1394,"Can you believe the pathetic pandering? This brand has been around for 60+ years and is an icon in the food marketplace. Pepsi now thinks using a black female on the label promotes racist legacy? really???? Does that mean they will be pulling all pictures of white people off products as well so that they dont offend white people too? I can see blackmail and fear all over this one. The people who have done this should be fired, including the CEO! RACE should have NOTHING to do with products! Instead of bending over to blackmailers and providing millions to the black hate groups to promote divergence based on color, maybe the money would be better spent in IMPROVING products they sell. Next Up, Pepsi will come out with a colt-45 mix product to celebrate black history month. Pathetic",0.7317
1395,Pep is headed for $150.00,0.0102
1396,Pepsi should hook up with Canadian Canabis apharia inc. symbol is aphqf,0.4216
1397,"Pepsi CEO Indra Nooyi, you are fired !!! Do not buy Pepsi anymore. Pepsi management is a disgrace.",-0.6236
1398,Socialist democrat Cortez the Carbon Tax is killing Australia now. http://www.townhallmail.com/jtqhbpdthhqwbthtwtbjdwzmmnwmmtndffjpkbqbsrmsjvm_gclylrmgwltdcrrwckkcww.html?a=&b=02%2F14%2F2019&c=e1b642d82c9b7a40d859e3e2f6063c2e&d=27593076,-0.7083
1399,"Pepsi needs more flavors, copy jones soda strawberry lime, that's a hot and jones cola.",0.3616
1400,Leave pepsi and go to coke! Better company and product :),0.8099
1401,On SALE--BUY BUY BUY BUY sales going UP--------UP----------------Up------SALE- BUY,0.7975
1402,"She needs to leave. As a Pepsico retiree, I'm not buying product until she resigns, or is voted out.",0.5255
1403,Drink Pepsi it's god for ya.,0.2644
1404,New 52 week low looming? Seems like it. All the rallies have been sold.,0.0888
1405,Indra paints a pretty picture for PEP but out in the field there is real discourse on what is expected of them vs. what upper management does. Cuts people and payroll while giving themselves large raises and increased perks. Constantly messing with their pay while expecting them to work more hours to gain back what upper management just took from them.,0.949
1406,Very nice entry point! Wish I had more dough,0.7134
1407,Back to 115 by Friday.,0.1333
1408,Either PEP or MDLZ would benefit from acquiring NGTF who sells nighttime snack foods (Icecream) That doesn’t interfere with sleep.,0.5848
1409,"""WASTE PLASTIC"" Just watched the Pepsicos new CEO on CNBC talk about what to do with ""WASTE PLASTIC""... MY answer..check out GLGI.. Greystone Logistics .($0.60)....They take waste plastic and turns it into 100% RECYCLED PLASTIC ""PALLETS""..get rid of WOODEN pallets ...SAVE our TREES..This PLASTIC problems MUST BE SOLVED....creating PLASTIC PALLETS exclusively from WASTE PLASTIC is an excellent substitute and brings alot of benefithttps://www.youtube.com/watch?v=flFHm6iwbS8.",-0.2754
1410,#pepsi,0.0
1411,"Added some more today. Missed the 128 price the other day, but this seems a good place to add. Good dividend.",0.9067
