,Recent headlines and conversations for BIIB,Polarity
2207,Most manipulated stock on the planet!,-0.2784
2208,GUYS NOT APPROVED STOCK DROPPING IN RUSSIA TO $290,0.6484
2209,here is why this babe is going down. Bank of America is behind itBiogen Price Target Announced at $200.00/Share by Bank of America,0.1329
2210,looks like they will cure alzhiemers. This is a $1000 stock.,0.7673
2211,something going on? BIIB is trading at 272.60ish.. Apr28 272.50 calls near $7??,0.4179
2212,Meanwhile the Dow is up 1500,0.1075
2213,This is a crime !!!!!!!!!!!!!!!!!!!!!! Manipulation huge factor,-0.6797
2214,"As to my earlier question re MYL, just want to comment further that although it is considered rare for an Appeals Court to overturn a lower courts ruling, Amgen recently won in appeals court against Sanofi as to their drug Enbrel so yes it can happen.",0.9312
2215,$450 tomorrow,0.0024
2216,Is it $400 yet? Can't wait...,-0.0092
2217,Not looking good,0.4746
2218,They buy back now and then announce the new trial of new drug that is bigger and better of course.. We then go to $400.00 per share in 15 to 30 days.. Hang on folks this is going to blast off....,0.9551
2219,pump it to 350 plus then crush it...wall street #$%$ are so evil.....lucky I was only watching it.....lol,0.4377
2220,"Nice day today, on higher volume. Nice bounce off of $246. We didn't hold onto the day high, but let's see some follow through for the rest of the week. We all know this can be -$7 tommorow :(.",0.9236
2221,"As i said entry price will be at $137! All institutional holders are selling slowly. This will on on for a while. Nobody wants to buy, no new drug on the pipeline. Much better oportunities out there... BIIB lost markets trust it will be a very long time to regain it",0.9443
2222,Any chance that biogen would buy Serapta,0.4257
2223,$BIIB (BIogen) which is also developing Alzheimer drug is $267. This should be at least $200 with it's Phase 3 Alzheimer drug development. Over $400 after approval.,0.8379
2224,what is going on,0.061
2225,"FDA forced a recusal of one panel member who was going to review the BIIB/ESALY Alzheimer's drug due to his public criticism of it. Studies proving efficacy have shown mixed results, but the longer term data esp. at higher doses for 10 mo or more, looked better.",0.8064
2226,"I'm hoping for a huge drop so I can buy more. BIIB is not going away and let the day traders sell out in panic. Just got put at $235, so if closes below that I'll just keep adding",0.5415
2227,Prerecorded FDA and Biogen Presentation for ADCOMhttps://www.fda.gov/media/143508/download,0.5644
2228,"We're lowering our Biogen fair value estimate from $385 per share to $327, following the failure of phase 3 Alzheimer's drug aducanumab. The valuation impact was partly countered by our inclusion of the pending acquisition of Nightstar, which brings two ophthalmology gene therapy drugs into Biogen's pipeline. We have removed aducanumab and BAN2401 from our valuation, and had already removed elenbecestat (still in phase 3) from our model. We do continue to include a 25% probability of approval for tau antibody BIIB092 in supranuclear palsy.",0.971
2229,This is insane !,-0.4411
2230,The FDA committee reviews the data and makes a recommendation then it is submitted to the regulator to make the decision. I don’t know the timeline on this.,0.7067
2231,lots of laughs.......biden will lower drug costs?......lets see....clinton did....bush did.......obama did.....trump did....they should be paying us when we get a scrip filled.......... biden had 50 years....the drug cos got richer and richer every year...............and they will be richer at the end of the next four,0.9107
2232,Altz drug is really big thing. Would be best drug discovery for last 30-40 years...,0.9105
2233,I hold call options on BIIB. Will they adjust after spinoff?,0.37
2234,"A couple years from now AMRN will be bigger than Biogen , Need to Buy it out",0.2532
2235,I get the feeling someone is trying to flush out retail...and accumulate.,0.3385
2236,"Regarding ADUCANUMAB, is Biogen waiting for FDA approval at this stage, or are they working with the FDA to resubmit the application? I know they withdrew the study/application last year, then found positive data in a deeper examination of the data. So I'm trying to ascertain where the filing sits at this stage: Waiting for FDA approval or working to resubmit the application?",0.9628
2237,"I am a long time investor ( years not days / months), also buy on the dips like now... I realize people are trading but, I can honestly say from a valuation standpoint, Biogen is very much undervalued ( yes I realize I'm bias considering I own shares) but if you do the number crunching ( numbers don't lie),the stock should be trading in the range of 360-370 bv based on their earnings, projected earnings, PLUS the potential approval of their drug Aducamaub which will increase revenue drastically. Along with many other drugs in the pipeline. If and when (a few months) Aducamaub gets approved the stock should shoot up to 540-560 range... The stock will increase as get closer to approval date. This is the reason I'm acquiring more shares.",0.9935
2238,Don’t think you will get a better chance to buy puts than this. The $250s later this year are “on sale”.,0.744
2239,+$20/share gain since bottoming out at $216 what a rebound in 2 days,0.7308
2240,"Is there anyone who can interpret what BIIB CEO stated in the MS conference on September 14, 2002? The CEO was not articulate at all.Matthew Harrison:And I think as part of your acceptance press release, you indicated the FDA is working to potentially accept or assess the filing even faster than that prior year review timeline. I don't think I've seen that kind of statement in a press release before. Can you maybe give us some context for that, or did the FDA explicitly tell you that, or is that something you picked up based on a dialog?Michel Vounatsos (BIIB CEO):I guess, and this is a guess that the U.S. FDA is mentioning that potentially if there is an opportunity they we seek for the acceleration. I cannot speculate on that. This is in the good hand of the U.S. regulator.https://seekingalpha.com/article/4374204-biogen-inc-biib-ceo-michel-vounatsos-presents-morgan-stanley-global-healthcare-conference?part=single",0.9897
2241,What a great gamble we'll have today!,0.7277
2242,"watch out for a bodacious reversal! shorts going all out for you to sell, desperately.when wall street sentiment improves, OVER 300 very quickly. PE implies a grossly oversold situation. buy and hold this puppy for mucho gain",0.8201
2243,Why biogen p.e is so low ?Can someone explain it ..do i miss something ...?,-0.3194
2244,@Sandi I found no support on your statement.,0.2378
2245,Earnings summary of Biogen: https://www.finscreener.com/title/earnings?&idcp=5080,0.1479
2246,"Get ready, any day we will start to run higher going into ADV board date of 11/6. Stock will be above $300 real soon. If the board recommends the drug for approval $500 to $600 within a week or so",0.9368
2247,Will the $300 hold for open? I sure hope so,0.548
2248,"I could see one jungle bunny came out and posted thumbs down, I'm sure more will come out, as none of the jungle bunnies will ever admit about stock manipulation,but actual results never lie,Bam,Bam,Boom.",0.7115
2249,Falling knife syndrome. 260 is in sight.,-0.5468
2250,Why BIIB dropped today?,-0.137
2251,WTH? Awesome beat in eps.,0.1589
2252,yaikss!! closing my shrt #$%$.. somebody wants to buy a BIG chunk,-0.2688
2253,Not just hope making money with BIIB also hoping this drug will help a lot of people and their families from this devastating disease. Good luck to Biogen.,0.9209
2254,At the current price Biogen will be able to buy back 10% of their shares for $5B. Their EPS will definitely go up and the PE will be down,0.7631
2255,"I just cannot believe the downgrades and reaction to news that generic Tecfidera will be on the market maybe by 2024 or even later.I'm done. They are objectively insanely undervalued. They make money hand over fist, but people would rather buy companies that burn money, buy retailers that are closed, or buy companies in bankruptcy.Biogen will be dead money for the foreseeable future, as they have been for the past 5 years. Shame.",-0.5816
2256,Well Merry Christmas everyone... he said sarcastically.,0.7164
2257,"Alzheimer’s Disease Damage Completely Erased in Human Cells by Changing Structure of One Protein - (""the research was not conducted on mice but rather human cells"")http://www.newsweek.com/alzheimers-disease-brain-plaque-brain-damage-879049",0.3922
