,Recent headlines and conversations for MMM,Polarity
2151,"More on the vote stealing in Georgia. You can bet your bottom dollar they did this Minnesota as well, especially considering the 400,000 extra voters that appeared there!https://www.zerohedge.com/political/cctv-video-georgia-poll-workers-sparks-election-fraud-outrage",-0.1338
2152,Ex dividend 5/23.,0.2669
2153,Enough already. Bump the slump.,0.1151
2154,"Omg, look at the graph. How anyone can decide this is a good investment is beyond me",0.6906
2155,Holy cow - time to buy,0.1149
2156,MIKE ROMAN...THERE IS A SPECIAL PLACE IN HELL FOR YOU AND YOUR EXECUTIVE TEAM!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,-0.4749
2157,The insiders are selling shares like hot cakes. Time to sell.,0.6376
2158,straight cheddah,0.2263
2159,3 m is no better than the CCP that covered up this pandemic. No actually they are worse. Get their masks and after this is over boycott them and support their biggest competitors. Disgraceful,-0.4795
2160,"Corporate leaders borrowed billions at low interest, thanks to the Fed, and then used that money to buy back stock, driving up earnings per share and stock prices, making themselves very rich. Now that that game is over, the layoffs come. The common working guy, who benefitted little-to-nothing under their scheme, loses his or her job. Yep, the leadership got the “mine” while the worker got the “shaft”. I don’t look up to secret society garbage, and neither should you. President Kennedy said they were anathema to a free society, before they blew his brains out. But Kennedy was and always will be cherished. Secret society guys are and always will be despicable, no matter how much money they acquire.",0.9693
2161,"I bet the us army will monitor the shipping doc of each wharehouse, as they cannot be trusted anymore. How low can someone be ?Dammit",-0.1041
2162,September will be rough but don't panic and sell and if you do you have no business in the market buy CD'S.,0.4367
2163,"Another up 4 down 5 run for 3M. This stock is stuck. Guess you have to sell it when it is up 4 because within a week, it will be down 5 from that point.",0.4014
2164,Ask former carrier people what they think of crooked lying Trump.,0.3594
2165,"Send a message to the 0.01% and their shill candidates. It appears the Power Brokers of both parties are trying once again to shove their preferred candidates down our throats.Upset with our Presidential Choices?- Then just don't vote in the November Presidential election!!!!????Quite frankly this may sound juvenile and myopic, but there is a method to this madness.First of all, the power brokers of each party assume the candidate of the other party is so repulsive, most of their party members will surely support their hand picked candidate.Secondly, one party will lose and if the voter turn out is low the losing party may think twice before again shoving a candidate down own throats.Finally, if voter turn out is less than 50% of all registered voters the winning party's candidate cannot claim wide spread support for his or her platform which could influence their decisions during their first term.Think about it folks, we do have an alternative to having the party power brokers and their empowered elite friends constantly shoving their candidates/shills down our throats!",0.9959
2166,"Randy, why don’t you stick to Facebook or some other sm site. Or have you been banned from them too? Let’s stick to financials",-0.2943
2167,"Ashli Babbit, the girl the media says was shot at the US capital is actually alive and well. Video of the shooting shows the gun pointed away from her when the shot was fired. Not even close to her direction. You can watch the video on brighteon. In short, it was a staged death. The initial persons who stormed the capital also were bussed in.",-0.8287
2168,New to this stock though I’ve been tempted to own it on and off for 20 years. What has me intrigued is the recent golden cross and the room to gap up to past highs. Good luck to all.,0.9168
2169,ha ha .. the junk,0.317
2170,Giving the gain from yesterday back. Why?,0.7547
2171,"1. Project Veritas videotaped Somalians with stacks of mail in ballots in their cars. Veritas recorded the Somalians bragging about their own election fraud. But Stevie Simon and Keith Ellison have done nothing to track down the cheaters.2. Also, the MN vote count on election night shown tens of thousands of votes being taken from third parties and Trump and being given to Biden. Again Ellison and Simon say and do nothing. 3. Finally, MN out of nowhere has 330,000 more voters in 2020 compared to 2016. That is a LOT! It is nearly the equivalent of all voters in the Twin Cities. Once again Ellison and Simon do nothing. Just what on Earth do these two guys think their jobs are? What do they think they are being paid for? To ensure votes are rigged??Some of the election criminals are ON VIDEOTAPE! Yet they do nothing. Instead they are arresting ladies who are trying to keep their restaurants open — that is, they are arresting the people who pay their salaries!",0.8822
2172,Bought more at this discount price. It won't take long for the top notch 3M management to turn this around.,0.5362
2173,"This guy Waltz is like the Governor of Washington State: they both use the exact same words. Test, trace, and isolate. Now don’t you need a warrant issued by an Article 3 judge in order to forcefully test some one. And don’t you also need a warrant to trace someone’s movements if you are not manually following them in the public space? Surely you cannot isolate someone without due process of law. So what you have here are two Governors who could care less about the US Constitution or their respective state constitutions despite having taking paths to support and defend these documents. They should both be tried for treason and when found guilty, suffer the consequences of incarceration or execution.",0.8786
2174,"Buying this because of masks, what a bunch of goofs. This is a BUM STOCK.",-0.3126
2175,Love 3m,0.6369
2176,3M needs to get punished not helping Americans. It's treason. will not buy any product from 3M until they donate a huge stock of masks to all hospitals to save Americans. Period!!!,0.7281
2177,SELL SELL SELL SELL GET OUT AND MAKE SOME BIG MONEY. THIS STOCK IS A RELIC.,0.6916
2178,Biggest PR fail in recent history. Management biggest fail ever.,-0.3734
2179,3M filed for chapter 11 bankruptcy also start with layoffhttps://www.msn.com/en-us/money/realestate/bankruptcy-filing-forestalls-foreclosure-on-former-3m-campus-in-austin/ar-BBYIz8N,-0.2201
2180,write 202.5 puts,0.1507
2181,"Amazon top searches globally. ""mask""",0.3203
2182,https://www.dailymail.co.uk/news/article-8178365/China-imported-2billion-masks-peak-coronavirus-crisis.html,0.0
2183,Bitcoin is #$%$!!,0.4008
2184,The executives are not increasing my shareholder value. Isn’t this their #1 objective?,0.4362
2185,"Wonder what $ impact the tax break had on the bottom line? I see sales grew in the US a little more than 3 percent. If you take price as a consideration, how much of this represents real growth? Not sure but looks like they did OK which is good news.",0.9324
2186,Mike Roman never fail to disappoint investors and shareholders. He should be fired!,-0.8142
2187,Major development happening Pure bio science symbol PureI new disposable face mask infused with pure disinfectant Kills the coronavirus. Pure is epa registered to kill COVID 19.Check out their web site.Would be a great product for mmm,0.7762
2188,"Dear Mike Roman, please accelerate your innovations towards the digital economy!",0.6821
2189,"The money supply as measured by the government under the M2 designation has increased 26% in the past year. In just the first quarter we’ve seen two record increases in the PPI. We are also seeing shortages of many commodities because there are too many federal reserve notes chasing products. When will the Federal Reserve dufusses finally admit that they have got to stop inflation before we all need wheel barrows?When that day arises, the DJIA will drop thousands. We will end up at 6,000 on the Dow. Gold will end up at $12,000. But if they do nothing, the DJIA will go almost to infinity until it collapses in a deflationary depression like no other. Gold will go to infinity.",-0.8723
