,Recent headlines and conversations for MCD,Polarity
3781,"Thank you Lord Jesus that you come as a thief in the night. You are King of Kings and Lord of Lords . In your name I ask you to bring heavy darkness on those that love the dark . They are unworthy of your light . They deserve to see darkness . Bring it on them Lord Jesus , in your name I ask . Bring them pestilence , fire , fear , and thick gloom upon them Lord Jesus in your name I ask you my Lord. Thank you , all to God's glory . Amen.",-0.6293
3782,Anyone with some advanced Modigliani analysis. I see this company long term going to zero.,0.6686
3783,It’s gonna turn green and go back to all time high soon! It’s going to surprise those shorty!,0.7226
3784,"FED is preventing each and every break down and correction. BUT Government cannot FUEL the current EQUITY BUBBLE forever!!! FED CANNOT GIVE AWAY FREE MONEY FOREVER! Quantitative easing has been pumping the stock prices since 2008, NOT CORPORATE EARNINGS OR FUNDAMENTALS OR ECONOMY! FED Keeps printing money and pumping the stock prices! DO NOT BUY ANYTHING IN THIS BUBBLE! US EQUITY PRICES HAVE PEAKED! Remember what happened to PEAK buyers in 2000 and in 2008! I encourage all investors stop investing and in US Stock Market! US Stock Prices HAVE PEAKED! It is too late! You are losing your money while you are feeding wealthy evils!!! You work hard and make money, DO NOT THROW THAT into the Stock BUBBLE! US Stock prices went Parabolic since 2008, only because of Quantitative easing (Money printing). BUT Stock BUBBLE is about to BURST HARD! NO PARABOLIC Price move can last forever. SELL all your stock holdings before it's too late! Remember 2000 and 2008! Major US indexes will FALL by 80% easily! $AMD $NVDA $SQ $SHOP $AMZN $AAPL $MU $FB $BABA $TWTR $TSLA $NFLX $ROKU $NKE $PFE $PYPL $CAT $IBM $MMM $INTC $TXN $CSCO $TWLO $CRM $ADBE $SNAP $MSFT $GOOG $GE $BA $T $MA $V $MCD REMEMBER, The problem is valuation, not the trade war! US Equity Prices HAVE PEAKED! Valuations are impossible to justify! US Market is INSANELY OVERVALUED and OVERBOUGHT!",-0.9914
3785,Revenue growth rocking!!,0.4944
3786,Another 2pm dump,-0.3382
3787,Spicy McNuggets are back,0.0576
3788,"Latest China news...................on McD, chinese very smart.",0.5843
3789,watched Coke zero 400...mc Donald's car had $1any size drinks on the hood of the stock car....... I love these guys...,0.7908
3790,Cannot keep a good stock down,-0.6449
3791,"This was a great earnings but CFO shouldn't have used the word ""shaky"" in reference to the next few quarters numbers. He could have worded it better in effort to maintain investor confidence.",0.9423
3792,Topmanager Fairhurst is leaving too. Stinky!,-0.3884
3793,"Consider- if you had sold MCD the last time the P/E reached ~22, you would have sold at $60, plus left about 44% of your investment on the table as lost dividends.That's 160% profit gone. You can bail and pay your capital gains, or be a long term investor and reap dividends and capital appreciation. Your choice..",0.8935
3794,is there any talk of a split? mcd used to split before it reached these levels.,0.5817
3795,$MCD Target Raised by Telsey Advisory Group Outperform USD 230 » USD 250,-0.1957
3796,"If trade fears are back on the table, so are Big Macs",-0.2777
3797,Buying at these current levels !!,0.3867
3798,Very sluggish and flat this past week while the market is roaring.,-0.2172
3799,"well I will use this opportunity to short it, I don't think next week will be as kind as this one",0.6872
3800,My modigliani technical analysis is showing 225,-0.0062
3801,MCD should start selling the cheapest BYND burger and grab market share.,0.7352
3802,That was the best summation of facts I have ever read. not to mention Pelosi and Deblasio telling people to come out to China town and Broadway in March and later condemn Trump that he was to slow on closing down the country.. HYPOCRITES!!!,0.5488
3803,"travis scott, its lit",0.018
3804,I have a few shares. Easterbrook been leading innovation. Everything will be automated by time my kids grow pubes. So my kids will not work there.,0.7527
3805,"earnings is coming, so they think they can manipulate it to the upside and know one will noticewrongthe financials suckit could be buybackswhich sucks as well, meaning they are are buying to tops with crumby financials",0.8222
3806,157 by today!,0.1658
3807,In for 50k worth,0.1988
3808,"Reminder: if the market were to implode and Warren Buffett lost everything, you would see him next morning in McD's buying a coffee and dollar meal.. along with many others..",-0.0919
3809,did McDonald increase dividend?,0.3775
3810,Beat earnings and drive through lines are through the roof so what happenings when the last two days the markets are way up and MCD goes down.,0.4427
3811,Long over due for a split!!!,0.6321
3812,This is falling like Sharp and heavy Knife . Just be careful.,-0.2958
3813,"All time high less than a $2 meal deal away, and in a month another div payday!",0.5221
3814,Could $200 be in play before New Years Day?,0.4365
3815,Nice opportunity! Earnings will be positive.,0.8588
3816,what are the companies providing artificial ingredients to MCD? they are bound to take a big dent on their balance sheet,-0.1125
3817,"I liked the buttermilk breaded chicken sandwich that MCD had. I don't like the current chicken sandwich offerings.Please bring back the Angus burger. Current hamburgers are bad, and it's been several years now that the Angus burger has been discontinued.",-0.3938
3818,This company is really good company but I am holding my horses for some time.,0.7767
3819,MC-H1B insourcing to replace their skilled workers.http://www.breitbart.com/2016-presidential-race/2016/09/18/mcdonalds-hires-foreign-h-1bs-fires-70-american-accounting-staff/,-0.0557
3820,it's this Simple - the fund manipulators are controlling right now-watch it zoom up when they're done playing.,0.2394
3821,CEI is going to 5.00 today... buy in now!,0.1884
3822,Mcdonald burgers are immortal . READ.https://www.tribuneindia.com/news/world/old-mcdonald-s-aussie-mates-show-off-burger-bought-in-1995/857679.html,0.1903
3823,"what I don't like about MCD is all the money they borrow to do buybacks and dish out dividendsits not a regular companyits a ponzi scheme to make the CEO and others money, while the company gets closer and closer to slow collapselook how fast the debt went up on a quarterly basisborrow money to give it away?borrow money to do buybacks?suddenly the obligations are a third of the market cap (which is pumped up to begin with)so take away the pumping and then divide by the debt, are we now talking about half of the companythey have about $3B new financial obligations in way too short of a period. I think I just saw $52B liabilitiescrazy, Ponzi scheme",-0.8165
3824,i have been long since i was 9 years old....just stay long man....buy on big pullbacks....great stock for the longterm,0.8229
3825,"LOOKS LIKE another opportunity coming to buy the MARCH 20th /JUNE 19th CALLS CHEAPER on weakness. Locked in some CMG gains yesterday, and dry powder ready for cheaper MCD Calls. ",0.8985
3826,220 after next week,-0.0288
3827,"I've said all-time high before Thanksgiving pie, but it could it be seen by Hallowe'en!",0.562
3828,"Make that 1000 shares, not 100.",0.3681
3829,When are the mcd stores gonna start cleaning the coke machines and sanitizing their 75 gallon coke tanks.,0.4119
3830,Should $BBQ purchase the McRib from $MCD so as to dominate the pig extrusion marketplace?,-0.0252
3831,I'm Shorting It (new slogan instead of I'm loving it),0.6494
3832,Love this price action. I had just added a lot more to my position at $160.02 to put away for a long time Historically buying McDonald's on a dip you never go wrong. This company is a finely tuned machine.,0.8929
3833,"earnings x 4/ market cap = 5%hundreds of companies have 10% returnno big deal and a recession is on the wayand look at the debt and obligationsand moving averages 164 50 damthey are dumping, I bet170 support",-0.5566
3834,I have just perfomed my own Mogoldigupp technical analysis and this indicates McDonalds will go up or down from here.,0.1419
3835,Back to $187 then accumulate,0.2691
3836,Notice the closing price today and the amount it went up. Odd I thought.,-0.1352
3837,Years ago I did not buy McDonald's at around $30 because I thought it was too much. If only I could go back and have a do over.,0.2202
3838,I’d buy a share at $100,0.4008
3839,Charts looks like the strings coming off a cheap suit,0.6645
3840,"Looks like MCD wants to go to $198.50, the low setting a few days ago in AH. I think some people know MCD's earnings miss back then.",0.6943
3841,The average fake cheese burger would cost $25.00 JUST TO BREAK EVEN but because of Government funding its 1.99. Have to keep the population down keep eating carcinogens...,-0.1533
3842,Have you ever seen such low volume.Careful.,-0.0922
3843,"Burger King's 2 for $6 is killing McDonald's. Near my shopping spot, these two are near side by side. I count there are only four cars in McDonald's but almost 20 cards in Burger King. I went to Burger King and found out almost everyone was ordering their 2 for $6. People are saying without this promotion, they would pay $10 for a whopper and a crispy chicken sandwich. These are their premium food, not cheap food on McD's $1 $2 $3 Dollar Menu. People want value and QUALITY. That is what McDonald's failure on $1 $2 $3 Dollar Menu.",0.7877
3844,CNBC fool put a damper on the stock.,0.1366
