,Recent headlines and conversations for MA,Polarity
2254,The big boys are pumping the market up-and-down on the worries of the tariffs and making a killing.,-0.8068
2255,why down again?,-0.174
2256,"Fintech should breakout soon, it's been trading sideways for months now. Strong beats by MA, V and PYPL, should see money rotating back into the sector. Today's news of China allowing V and MA to enter might prove to be the catalyst.",0.902
2257,Enjoy the low prices on this wonderful pulled back stock opportunity to buy an assload of stock shares or options going in the positive direction. These prices are dropping today for your benefit compliments of shorts bailing out. The recent article suggests prices will go up 1.1% over the coming year and that's just on top of the other appreciation factors that we've been experiencing these past 12 months on this awesome stock.,0.9904
2258,Stock has had a great run the last week. We need a healthy pullback here and then we will head toward $160.,0.861
2259,"Truly awesome company to hold for long term. Great earnings and dividend growth, wish I knew about this name a decade ago. Well better late than never as they say.",0.979
2260,Trump is a derelict!,-0.3272
2261,Can’t go wrong with Mastercard...going up!!,-0.4155
2262,"MA Qtr earnings will be released in 13 days.- MA’s revenues and profits will significantly beat Analyst expectations because of the strong holiday season spending, that saw above average consumer sales, and above avg travel over Thanksgiving, Christmas, and New Yers holiday travel!*** That was the reason for the slew of analysts upgrades of MA to $375 - $400++ , and, for V’s upgrades to $225 - $250.*** MA and V are trading at odds with the strength of their business!- Buy and hold through these bargain basement prices for huge gains in a matter of weeks.- Play the rebound in these great businesses of our time — like Buffettology teaches.",0.9891
2263,"MA has been bouncing in a channel between 350-320 since September, looks like $350 is resistance as it was the level just prior to the March drop due to virus. MA will break out very soon, most likely in 2021. The vaccine is here and this new strain is simply noise and allows some profit taking going into YE.Adding on any move under support at 320 and will continue to average down to 285 next support level. MA and V will make you money, play the long term game and not short term trading in channel. This move down is YE trading and profit taking.",0.9642
2264,"If one has any doubt about this stock's performsnce, Just check out the 5-year and 10-year charts. A true ""buy and hold"" stock, if there ever was.",0.7792
2265,Hi MA/V Bears~,0.0084
2266,Go MA go!! This will hit $350 by end of July!! May the fireworks begin early and end super later.,0.6197
2267,"if this is a Telsa stock, we will be over $3000",0.0742
2268,I’m expecting 4 years of market volatility with dementia Joe messing up the American economy,0.4183
2269,"Why does Dr Fauci keep fighting using Hydroxychloroquine, doesnt he read or realize his own charts about the level of deaths possible. These drugs are used for other diseases and have been around for decades. We cannot wait for years of trials, Fauci needs to get out of his training box and adjust to this pandemic.TRUMP needs to rule over him, he gave Fauci the 30 extra days, he needs to get this drug treatment asap.",0.9211
2270,"This morning's announcement from MA was great. It adds clarity to the short term impact of the crisis to MA's financials, which was a big scary unknown. It also points to revenue growth despite all the chaos - revenue growth, even small growth, in this environment is a great thing to see. As the world returns to normal, MA will be in great position.",0.8707
2271,Going to $375 by next week,0.0407
2272,"GDP 3.4, lowest unemployment in fifty years and we're tanking. Fed is making the recession happen. Get out while you can.",-0.9221
2273,"The NFC Super Bowl winner Markets predictor has come into play in 2021.- NFC SB win predictor has a whopping 85% accuracy rating, (23 of 27 ) in its 55 years of existence!!! NFC team won the Sper Bowl by more than 20+ points!*** The Tampa Bay angle is that their last victory in the SB resulted in 26% return for the S&P500 — that coincided with launch of 2003 bull Market that definitively put the 2000 dot cam Bear Market in the rear view mirror!",0.9236
2274,"MasterCard price target raised to $420 from $383 at Deutsche Bank Deutsche Bank analyst Bryan Keane raised the firm's price target on MasterCard to $420 from $383 and keeps a Buy rating on the shares. Real-time payments are ""rapidly evolving"" into new use cases and revenue opportunities, Keane tells investors in a research note. The analyst sees new revenue opportunities for the company.",0.8933
2275,Big tech earnings were outrageously phenomenal — FB and Apple were bonafide barn burners!*** Expect MA to keep pace with the best of its Big tech brethren!,0.8241
2276,Get ready to buy on another dip next week!,0.6896
2277,Bounce back day for the market and neither MA or V are reacting very positively. Should that be a concern?,0.2154
2278,Nice to see Ma dip this morning. I buy more shares on every dip. Mastercard is a growth stock that keeps going up and up and up.,0.9326
2279,https://www.mobilepaymentstoday.com/news/wex-mastercard-enter-uae-with-virtual-cards/,0.0
2280,DO NOT buy MA until it reaches $128 a share. It is still extremely overvalued.,0.4187
2281,200 ER,0.5059
2282,"MA longs are in the drivers seat, and those who added on the huge “small volume” declines are actually feeling awesome going into this beautiful spring weekend!*** What a MA and V bonanza!",0.9224
2283,This day will be Epic . I am long with MA and AMD,0.2757
2284,I see this going to 330.00 when eR comes in I love  love  this stock MA,0.8958
2285,This is some crazy action. I'm buying the dip!!,0.4103
2286,Had to mute that PokerMon dude. My first mute on this board. Hopefully my last.,0.6632
2287,"MA or V MSFT or GOOGT or VZI like MA, MSFT, & tie for T and VZ",-0.1331
2288,$MSFT $NVDA $MA $PEP ,0.0
2289,Anyone know what is going on?,0.1079
2290,Yup this stock is about to boom and take off. Open business is good business! May the Longs be with you!,0.8441
2291,This is the kind of stock that makes you appreciate life.,0.6735
2292,"A “gap up” today. Nice start to the week, .",0.515
2293,MA reached a new All Time High at 197.32,0.1631
2294,ALL TIME HIGHS. $260 by end of April or May is very possible.,-0.0271
2295,Going to $300 tomorrow. Take cover.,-0.06
2296,I'm starting to wish I had bought some of this a week ago. If theres another big drop in the markets I'll be all over this stock.,0.6077
2297,buying opportunity in this three days drop in a row.... buy buy buy,0.63
2298,Why the sudden $5 drop?,-0.2481
2299,I love my MasterCard. I have the world elite card and get points to buy groceries. I get at least $300 of free groceries every year.,0.8297
2300,"Level not seen since end of June , is it true ? What the heck ...Baby thrown with the water ...",0.6414
2301,Gary01 is MA a buy into ER?,0.4117
2302,Mr Buffet selling MA and V?,-0.1029
2303,Why down? We’re earnings that bad?,-0.6531
2304,Step right up ladies and gents i have the deal of a lifetime......yes yes it is snake oil at its core but look past that and see all the riches.....yes you too could be left holding the bag but you could strike it rich?,0.8801
2305,How’s Monday looking?,-0.0228
2306,All time high after earnings. Last quarter they missed and stock went to $290 range. Not anymore.,0.1961
2307,Why not buy SQ and get in the game instead of assembling an old line team for crypto?,0.6548
2308,Other then market drag no reason for us to be down...,-0.3955
2309,WTH just happened? Closed in the red now. I guess we are headed back to $115,-0.7174
2310,load up $$$$$$$$$$$$$$,0.4344
2311,back up the truck,0.5241
2312,Added more near $104 today.,0.2142
2313,Major bargain hunting time in MA & V before Qtr earnings release!,0.3539
2314,$340. This stock is amazing. I would love to hear some predictions of what it will be by the end of the year. This baby seems unstoppable!,0.9034
2315,I wish I knew to pile in at 185!!!,0.5929
2316,Looks like MA will go down from here,-0.197
2317,MA upgrade from neutral to BUY by Bank of America!!!- What a Bonanza!,0.4584
2318,"First Tesla, now MasterCard. The crypto tides are turning",0.0497
2319,It’s estimated that 80 million Americans will travel over the holiday season.- This spike in travel will ensure that MA & V will finish this Qtr on huge positive upswing and great momentum into the New Year!,0.9186
2320,I'm going to pick up a small position when the downtrend starts reversing.,0.2008
2321,"I just saw MA was up 25 bucks after hours. So I went to my brokerage account, and it was indeed up 24 dollars and change. Then, when I went to rip some profit, poof it was gone. I was surprised to see it reflected in AH trading as tradable in my brokerage account. Thought it was a just weird buggy thing that happens to YF all the time.",0.8813
2322,"Last tuesday , two days ago we made a new high and we were all happy ...today we are at $208 and not happy ! Give me a break , don't be greedy and if you are invested in MA and not trading you are rich ! I add MA by blocks of 100 from time to time on the dips , all the way since it was at $120 ( not that long ago ) . MA is a super stock , it just run ahead of itself yesterday when the market was very strong .",0.9763
2323,"A run up into EPS report is Usually not a good thing; it's usually MM trickery. So MA down a little AH today is a good thing. imoNow will it beat I can't say, but imo I think it will.",0.6472
2324,l am out. Sad to say but the writing is on the wall. Unloaded all my MA and V today. I did ok but will sit this one out until better days arrive.,0.8427
2325,anther day to buy buy buy,0.4052
2326,I don’t support company that putting millions of people into more DEBT,-0.0679
2327,#$%$ how many spam posts about the market being a bubble do we have to get each day?,-0.4227
2328,I believe near termA lot depends on visa earnings if visas does goodNew money will flow into MasterCard and push it higherMy 2 cents,0.3315
