,Recent headlines and conversations for UA,Polarity
4044,"This is just the SEC turning up the heat on Plank and Bergman. My guess is they tried to settle and Plank/Bergman refused the terms or could not come to a deal with what the SEC proposed.So, SEC starts to press the screws to them a bit to try and get them to accept the terms. If either agree to any type of fraud (irregardless if the settlement has any jail time attached, which would be unlikely), neither Plank or Bergman could ever work as an officer for a publicly traded company or sit on any Board again. They would be toast. So, a lot of reasons why to try and fight this til the end...they don't have a better option.",0.8601
4045,"UAA simply needs new designers. The apparel is not appealing whatsoever. Not surprised, their sales suck",0.2334
4046,Booo yaaaaah!!! https://www.benzinga.com/news/17/01/8921729/clsa-initiates-coverage-on-under-armour-inc-class-c-common-stock-at-buy-announces,0.0
4047,"I agree with Curry, Trump is an #$%$ to this country.",0.5867
4048,There is more room to fall ... I see 14-17 in next few weeks,-0.1042
4049,"New President of NA, and an upgrade from Bernstein.. good signs",0.7416
4050,green by end of the Day,0.0379
4051,"Sports and politics do not mix period. Some athletes have made ton of money promoting products like UA, NIKE, KO, PEP, etc. and they never complain before signing the contract. My suggestion to all those athletes is please support the needy families and children that need school supplies, shoes, and some food. When it comes to pitch in their own money from big athletes they say ""I will support fund raising and I will contribute few dollars (lol, lol,lol)"". So, it's the public that contributes all the fundraising and these athletes and organizations take the credit. Folks, these athletes make money and they only do lip service when it comes to charity or BLM revolution. Don't be fooled by these athletes.",0.9693
4052,From a consumers point of view. I always thought of under armour as a gimmick brand but brought some socks on a tjmaxx deal best winter socks I've ever bought. Went to the website to buy more and let down only to find hockey socks this company looks like its headed for receivership,0.9473
4053,"Foot locker beat and upgraded, #$%$ sporting goods was up 20% on a beat and upgrade, Macy's up, Tiffany's up, the consumer sector is strong and getting stronger.",0.9104
4054,go to the top,0.182
4055,This is headed down.,-0.2209
4056,love their products but giving up on the stock,0.847
4057,I like the fact that total cash increased from $1.01b to $1.52b stock price should trade much much higher,0.8134
4058,Market Cap. of Nike is 92.8B vs. UA at 16.7B. Nike's cap. is a little more than 5.5 times that of UA. Will UA continue to grow and close the gap with Nike?,-0.7905
4059,I'll keep this simple. BUY Under Armour right here. She' going A LOT higher.,0.4489
4060,"https://finance.yahoo.com/news/better-buy-nike-inc-vs-183200864.htmlIn the race between the two popular athletic apparel stocks, one is clearly faster and stronger",0.9082
4061,what do you think with the coming earning ?,0.2366
4062,Under Armour +3% after Raymond James nod https://seekingalpha.com/news/3522332,0.1263
4063,Analysts lack all credibility. Get their information out of comic books.,0.0725
4064,I want proof Trump graduated from the 6th grade. He asked if Fredrick Douglass will be attending the Black Caucus Meeting.,0.1045
4065,We've got another idiot short on this board and his name is Cody.,-0.594
4066,Why does everyone hate this stock it’s worth at least double from here. Wake up,0.5187
4067,Great opportunity to buy while it's low.,0.7895
4068,ERP and inventory problems key. North America sales key while international sales are the focus. The theme for this quarter is bottom line.,0.3598
4069,so glad I sold this POS stock,0.5911
4070,So much for releasing earnings. Sad truth is that nobody believes that they're truly earnings. May the old CEO rest in peace. HA!HA!HA!,0.9262
4071,"Just looked at that 52 wk high, yikes, sorry to any longs...what happened? Anyone buying at these levels?",0.5943
4072,"UA has 2 teams in Final Four, Masters next week and Harper on fire. Hopefully they have plans to take advantage of all that spending they did to get they did in sports and do some great marketing. All I have seen is a lot of product marketing so far in Q1 beyond Lindsay Vonn (who is retired and just had surgery) and the Rock.",0.9432
4073,"So a few months ago, I ordered some golf pants. Got them in the mail, and they were too long. Apparently UA golf pants run a bit long. So I mailed them back and went to the UA store to try on and buy new golf pants. After seeing that I had yet to be refunded, I called UA to ask the status. They apologized for the delay, even though it was still within the 10 days since they received the pants. Not only were they very nice and helpful, they sent me a 20% off code for my next purchase. Was surprised by the great customer service.Also, their golf pants are so comfortable. I wear them as dress pants for work, as they look like dress pants, but I don't get hot on these summer days, and they are much more comfortable than any other actual dress pants I have purchase.",0.9798
4074,Kendrick Carmouche (Kentucky Derby jockey and the only African American jockey since...2013). He loves wearing Under Armour. Great spotlight for the company. Any Kentucky Derby wagers here? $UA,0.8376
4075,UA is up 9.14% to 9.43,0.1818
4076,"What was Plank thinking? What was he hoping to gain by publicly supporting Trump? Trump is a pariah. Plank, I'm drawing a blank.",0.8644
4077,UA is still my favorite running brand,0.6534
4078,"Under Armour accused of demeaning corporate cultureNov. 5, 2018 4:27 PM ET|About: Under Armour, Inc. Class C (UA)|By: Clark Schultz, SA News Editor Under Armour (UA, UAA) is the target of a Wall Street Journal expose on some of the practices of top male executives found to be demeaning to women at the company.The WSJ reports that top male executives allegedly violated corporating policy in various ways, including inappropriate behavoir and corporate event invites to females based on attractiveness.UA response: ""We believe that there is systemic inequality in the global workplace and we will embrace this moment to accelerate the ongoing meaningful cultural transformation that is already under way at Under Armour. We can and will do better.""",0.6135
4079,"Im not a short seller i just lost confidence after today. No profits margins down inventory up, dead share",-0.355
4080,Boommm... Finally some good news. Here comes $25,0.595
4081,what time's the ER?,0.5174
4082,"It's time to sell the company to another firm. Now is the best time to do so. The co has the stores, employees and products. It needs a helping hand to be run better. let's see management step up.",0.9626
4083,Motley Fools sweating this one out so much they post false news articles like their legit!,0.7541
4084,To the moon Alice to the moon,0.1823
4085,Everyone saying sell UA and buy Lulu. always do the opposite. Lulu red for a week.,0.1605
4086,Has strong numbers great news like always,0.8903
4087,"sheesh, UA Kevin Plank said a 57 year woman who is a seamstress, has no ability to be retrained into another job! well I am a 57 year old woman who has left a long time career in computer science and has been retrained as a tax professional. what an offensive statement. will not be investing in UA any longer.",0.8043
4088,"becoming confused on how the market is viewing under armour vs adidas...under armour has a market cap of approx. 8Badidas has a market cap of approx. 37Bunder armour has yearly earnings of approx. 257Madidas has yearly earnings of approx. 695Mcomparing the two, UA market cap should be around 13.5B. even with UA growth slowing down, they should be valued higher as a company. or, adidas is valued way too high.thoughts? any positive feedback or statistical feedback?I am long, but just don't like seeing my holdings in the red",-0.6351
4089,This stock is a scam and the pumping up of it is a scam.,-0.6995
4090,"After taking huge losses all the way from $50 is to $16 range and closing my position, I re entered today with a small position. After reading several analysis, I believe management had learnt their mistakes and are steering the ship in the right direction. This quarter may not be the greatest quarter, but any indication that they are making progress will help. Good luck.",0.9569
4091,"Anytime the Dow is up big, UA is down. I have always found that surprising. I wonder why that happens.",0.4069
4092,"UA will have a great qtr. but forward guidance will push stock into the $33-$35 range before sept. 1st. after that in the fall hedge l funds and mutual funds will stat dumping NIKE as it appears mgmt. has lost their minds and start moving into UA, so simply UA is a great long and short term BUY, i'm buying all I can the last few weeks before EPS , also you'll probably see TIAA money mgrs. as buyers this week",0.9482
4093,STOP BUYING UAA PRODUCTS UNTIL CURRY IS REMOVED FROM ENDORSMENTS,0.0082
4094,ua is everywhere...every sport......all over tv......in every sports shop.ua shares should be flying.plank by name plank by nature,0.3872
4095,Another lawsuit What’s going on,-0.1496
4096,Back at this board,0.2168
4097,morons are selling ... with the shorts. sooner or later,0.0415
4098,why is it down 2% in pre-market ?,-0.1659
4099,Rising with good volume. Looking for breakout at 20.69 for a run up to 24.17.,0.9365
4100,"Have you ever seen a real-life land whale before? google Sam Poser the ""financial analyst"" that has been dogging this stock the past 6 months (Mike looks just like him as well).This dude literally wears 4XL and thats probably why he hates UA so much. Because UA doesn't accommodate for size. This dude should not be giving advise on fashion and what people are wearing and what they are not. This dude should be analyzing Mcdonalds or Burger King stock.",0.9021
4101,why this stock is tanking?,-0.3334
4102,Tom Brady was already on UA spokesman payroll before this win. UAA (and UA) should be up on the bowl victory.,0.8078
4103,Down on bad news as usual. So sick of UAA.,-0.7657
4104,"margin is horrible, too much inventory",-0.5577
4105,"Price target $16, headed there.........",0.0069
4106,when all the comments for a stock go one way and the price action isn't following a top or bottom is likely in,0.0373
4107,2.5 year old probe. Improving margins and improving sales. seems to me as a huge buying opportunity.,0.8671
4108,"That was signs of a real turnaround, very good report",0.5596
4109,"Big disappointment, with what I have been seeing on the street in the way of more UA wear, I would have thought UA would blow the revenue numbers away. I was wrong.",-0.5958
