,Recent headlines and conversations for CSCO,Polarity
2666,Do you demtards still keep in touch with wreekie? I heard he's in prison for posting a person's home address in Tuscon and inciting acts of violence at that address.,-0.6787
2667,Good MorningMista Joe Rally!!!!Best Ever!! New all time highs!,0.8522
2668,When the Ex President sees Joe board Air Force One,0.6351
2669,DOJ next with indictment,-0.2136
2670,"13,000 unaccompanied minors will come through the border , just in Maybidet is a failure",-0.5255
2671,I enjoy reporting Mario for making threats. He doesn't deserve to have a voice on this platform.,0.6377
2672,"An attorney who filed a lawsuit seeking to overturn the 2020 presidential election results in at least five battleground states was officially referred on Friday to receive potential disciplinary action. In the court order, U.S. District Court Judge James Boasberg for the District of Columbia argued that the lawsuit brought by Minnesota lawyer Erick Kaardal on behalf of voters in several states contained “numerous shortcomings,” including the “flimsiness of the underlying basis for the suit.”",0.8043
2673,Must have had the dues bag real real mad before I left. Oh well clean up time!!!,0.3619
2674,Check Joe for a pulse. With all these bogus EOs he could flatline at any minute...,0.6952
2675,Low T might be the reason for bidet's dementiahe sounded like a grandma last nightandgrandma made the border a crisis AGAIN,-0.4532
2676,Ma Brool didn’t finish high school. Prove me wrong.,-0.3209
2677,"If tRUMP gets $1400, that’s almost a full refund of what he paid over the last two years. That’s a billionaire bargain.",0.7106
2678,Renewable energy is the future.This is a fact and cannot be contested.,0.5003
2679,Joe doesn't golf but he also doesn't do anything but eat and sleep. lol,0.7828
2680,Not even Tesla stock can go up in a Bidung economy. Hahaha,0.6533
2681,FYI Dr Jill has a doctorate in education. She’s qualified to be a high school principal Nothing more,0.8246
2682,"AOC Refuses to Work with Cruz amid Robinhood, GameStop Fiasco: ‘You Almost Had Me Murdered’He should sue her for libel TODAY",-0.6602
2683,Corn Poop7 minutes agoPowell Confirms – Fed To Continue Pumping Money Into Economy As It Begins To CollapseWill it be enough to save the failing demtard market??,-0.5048
2684,"If you are an adult who can only qualify for a minimum wage job, then you done effed up in life. Society owes you nothing!",0.4302
2685,"Sweden's government is recommending wearing face masks on public transport during the rush hour, reversing its earlier Covid guidance.oops",-0.6488
2686,"A $2 Trillion dollar Infrastructure Bill is up next! Build Back Better! Go Joe, go!",0.8864
2687,Where are the shovel ready jobs?does old joe figure everybody is going to do coding or what?,0.8531
2688,I'm COLD!!!!!No more green energy in the winter!!!!!!!!,0.4958
2689,"Wahhh, why can't people just give me money for free I am a gender studies major. wahhhhh.",0.4314
2690,poor LOUser he's waiting by the mailbox for the 2000.00 joe promised snicker,0.4886
2691,Cuomo threw over 15000 grannies on the street and tried to hide it MARA how do you feel about that,-0.0069
2692,How does updating the $20 bill solve racism? Lolz.,0.0591
2693,Poll says 98% of the population of Iran and Russia are glad they voted for Joe.,0.8963
2694,"Most of the 1.9T Covid relief has nothing to do with Covid, and won't be""injected"" into the economy this year anyway.",0.5745
2695,"Yes, the multiplier effect will return $1.37 for every $1 delivered.",0.3904
2696,"Chip13 seconds agostalking...REPORTEDchip report your parents for leaving you, deys do that a lot when the gubment checks stop snicker",-0.0825
2697,Joe's reckless spending will cause massive inflation and cut the Nasdaq in half.,-0.7155
2698,Xmas returns should shatter records this year,0.5765
2699,Why was Texas so unprepared for the Cold Snap?,-0.0606
2700,Demtards working on personal windmills to power iPhone and iPad Here is the prototype they’ve been making for 25 years now,0.7411
2701,Dimocrats can’t make up their minds on what gender they want to be. They also think taxpayers should pay for them to change gender if they’re feeling like it. What does America think about that?,0.7586
2702,"Next up, Build Back Better Infrastructure Bill. Has the support of the US chamber of Commerce and the American People. Let get ‘er Done!",0.8601
2703,The My Pillow guy created thousands of American Jobs. We are all still waiting for Joe to create one job.,0.8507
2704,Ah up all night making that mess? So sad that it is all GONE!!!,-0.631
2705,"When will the wife & I get out $1,400 ""stimulus money""....we want to go shopping at our favorite stores in Florida (with your money)...Your 'free college' money is coming soon....just hang in there...but it may have to go to the new democrats coming in....sorry",0.9452
2706,You can judge your strength by the hate of your enemies. Rush was a strong strong and respected man!!!,0.824
2707,"$1400 check in one hand, and a $14,000 bill in the other.Seems fair to me...",0.7344
2708,mario2 hours agoLook at nasdaq FUTURES are FLYINGi would not be short this marketCheers!like i said take the opposite side of a demtards trade and you CAN'T lose maga,-0.1367
2709,Funny how no one respects Joe The whole world knows he defrauded the American voter.,0.7415
2710,Thanks Yahoo!!!,0.6453
2711,"I guess the Byedung isn’t the president, legally speaking. Lawls.",0.0403
2712,Joe said “who’s the pansy that needed a Diet Coke button here?”,0.6854
2713,Texas is Freedumb IMO,0.2156
2714,is CSCO losing money in TX due to the gop electric deregulation failures,-0.4753
2715,Derpmaster Hot Pockets reporting for Dooody.,0.263
2716,"Cuomo is having trouble sleeping at night. No, not because of all the deaths he caused. He's worried about his political career.- Thy Willby Dunn",-0.7013
2717,VP Hairas what’s your favorite Willie?,0.5842
2718,"CSCO kid was a friend of mine...he gave me up 30% in 3 months time.. he has still a >3% yield divi-dine. Ya, ya, ya, wee wee wee...",0.6873
2719,Markets been going up since Joe took office,0.7856
2720,Mares the way it is here is pretty much the way you can expect it to be...,0.49
2721,The deep state are scared to death! Canceling free speech is not going to work. The dark storm is upon us. And the dark storm is us!,-0.88
2722,"You should switch back to wreekie bobby, stan. Fits your intelligence better, William.",0.4173
2723,February To DateShot & Killed: 21Shot & Wounded: 86Total Shot: 107Total Homicides: 22in just chicongogood thing it's splat history monphbut Rush and DJT are bad guysLOL,-0.8175
2724,Inmates in charge of the asylumenvision a scene from Gotham,-0.0636
2725,Picked up some more TSLA$$Good times,0.2857
2726,EV is the future and somehow joe even killed those stocks ??????? roflmao,0.5717
2727,The look to be buying up the close,0.2894
2728,bwahahahaah commander in chief of ''Nothing'' military already gearing up to take the ''fraud'' joe down...new title will be ''GITMO JOE'' bwahahahaha,0.5093
2729,Joey Plugs1 minute agoAnyone found Joey yet?with the damage he's done in his first 43 days no wonder he's hiding,-0.8017
2730,We don’t have enough moneyTo give Americans standing in food lines 2000 but we have billions to spare for other countries ?Wake Up people it’s is against the government not us against each other,0.3822
2731,How can we ever have Law and Order when this potus defies the law??,0.5963
2732,We just did make america great again,0.7007
2733,Stimulus checks are on their way! $5600 for a family of four with an AGI of less than $110k.,0.1819
2734,"Justice of the Peace, 3 Others Arrested on 150 Counts of Voter Fraud in Texas. It’s starting to unravel for the Demtirds.",-0.2311
2735,my favorite quote from the demtards here im getting a check but i don't need it roflmao,-0.2208
2736,CSCO has become a #$%$ that continues to disappoint. If it ever hits 50 again I am OUT!!!!!,-0.6105
2737,outlook for CSCO?,-0.1179
2738,"Texas’s Power Grid Disaster Is Only The Beginning Why would America become less First World? That’s a simple question to answer: Because America is making itself less First World.-----------------------------------------Oh just go for it....what could possibly go wrong when replacing 20 million gallons of oil (daily) and 2.1 million tons of coal (daily)...You can implement AOC's 'green plan' in no time....By the Bye....when will the wife & I get the $1,400 (each) of your money? We want to use if while in FL....How's the 'free college' program coming along?",0.5502
2739,"Mars lost a lot of money today, just my humble opinion.",-0.109
2740,correction to my previous post joe's market does go DOWN everyday lock him up,-0.4803
2741,"Reeeekie last seen leaving pharmacy with Viagra, Jerkins Lotion and a copy of Plowboy...",0.3595
2742,"24 Shot, 6 Fatally, Across Chicago This Weekendmlk is on da way",-0.4373
2743,50k jobs added divided by 20k cities is fewer than 3 jobs/citybutgas went up .60/gal in 6 weeksWHY?,0.2197
2744,"Americans used most of their stimulus checks on buttressing their savings and paying down debts, researchers at the Federal Reserve Bank of New York said in a new study. Roughly 36% of the relief payments went to savings, and 35% was used to pay off debtNot being used to stimulate, as thought",0.5071
2745,Mares buds from the corn exchange. Steenk finger buds that is!,0.1372
2746,"China's Pursuit of Natural Gas Jolts SupplyBeijing's quest to use cleaner energy pushed prices of LNG higher, disrupts distribution. A sudden confluence of global supply outages and an unusually cold winter tripled LNG prices in mid-January.-----------------------------------------------You SnowRooms better hope Jo Bye_den comes out with a ""Green Plan"" real soon....Me....I invested in LNG tanker stocks....and they just raised the prices estimates for Exxon to $85.and thank you for the $1,400 check....the illegals said to say thank you also..",0.8743
2747,"Ric Grenell won't rule out run for California governor amid Newsom recall, says GOP can win",-0.431
2748,Just deleted Sty.,0.1074
2749,Dow 33K. People are talking about 40K by Christmas.,0.5224
2750,Rep. Stefanik says 'dam is breaking' against Gov. Cuomo after nursing home cover-up,-0.2009
2751,"which president sent a cargo plane full of cash, billions, to Iran?",0.3504
2752,"Someone can have billions of wealth and show a loss on a yearly tax return. Tax returns show TAXABLE income, not reflection of passive wealth.A subject far, far above a trolls head that has never filed a tax return. Right mars?",0.4949
2753,"The Democratic Party has absolutely nothing to offer people, so they continue their main effort to reduce Americans into warring tribes, keeping people distracted by the fact that Democrats have made everyone’s lives worse in the cities and states where they prevail.- Thy Willby Dunn",-0.5318
