,Recent headlines and conversations for GS,Polarity
3947,Doing research on new stocks is getting so hard. That’s why I joined up with this free service that sends one solid stock pick every single week. So far the picks have been great. Just go to https://newstockdorks.blogspot.com/ to learn more. .,0.9486
3948,"Nettie bad news WorldIsraeli election: the left that dare not speak its nameReuters By Maayan Lubell,Reuters 7 hours ago . Reactions Reblog on Tumblr Share Tweet Email * Israelis vote in an election on April 9* The left once ruled Israel, right is now in power* Benjamin Netanyahu's main rival is a centrist* Israelis skeptical of peace prospectsBy Maayan LubellTEL AVIV, April 4 (Reuters) - When Israeli Prime Minister Benjamin Netanyahu wants to undermine his strongest election challenger, he pins a label on him that many Israelis see as an insult: ""Leftist.""Israel was founded by the left, which dominated politics in the early years of the state. In 1992 it took 61 of the 120 seats in the Knesset, or parliament.Nearly 30 years on, the left is forecast to take only around 25 seats in an election on Tuesday.The left has been reeling after a series of setbacks - the assassination of Prime Minister Yitzhak Rabin in 1995, the failure of his 1993 and 1995 Oslo accords to deliver peace with the Palestinians, many rounds of failed negotiations and years of bloodshed that have made both sides bitter and mistrustful.Now, only 12 percent of Jewish Israelis identify themselves as left-wing, according to the Israel Democracy Institute. It was around double that a decade-and-a-half ago. Fifty-six percent now describe themselves as right-wing, up from 40 percent over the same period, and the amount who say they are centrists is little changed at 26.5 percent.With Netanyahu in power for the past decade and months away from becoming Israel's longest-serving leader if he is re-elected, the right is on the ascendant.The only candidate with a chance of beating Netanyahu is not a leftist. Benny Gantz, a former general and political novice, belongs to a new party that is running on a centrist platform.Seeking to win over right-leaning voters, Gantz, 59, has highlighted his military credentials and is a pragmatist.Gantz was head of the Israeli military during the 2014 Gaza war between Israel and the militant Islamist group Hamas in which 2,100 Palestinians were killed, against an Israeli death toll of 67 soldiers and six civilians.Gantz embraces that legacy, running a television ad which highlighted the number of Palestinian militants killed on his watch.Careful not to alienate centrist voters, Gantz also chooses his words carefully on the issue that more than any other divides Israel's left and right – a ""two-state solution"" for the Israeli-Palestinian conflict.Gantz nods to the left by saying Israel should pursue peace and end its dominion over the Palestinians but stops short of endorsing Palestinian statehood.Most polls show Gantz's centrist Blue and White party leading Netanyahu's right-wing Likud in a straight race. But they also show a Netanyahu-led alliance of all the right-wing parties is more likely to secure a majority.""TRAITORS""Netanyahu has cast Gantz as a weak leftist who will endanger Israel's security by giving territorial concessions to the Palestinians, which is anathema to the right.This is Netanyahu's standard play-book, say his opponents.""The word 'left' is a tool to delegitimize everyone or anyone who's against Netanyahu,"" said Labour lawmaker Merav Michaeli. ""'Left' has become like a curse, so it's not surprising that so many people are trying to avoid it.""""If there is really deep damage our prime minister has done to society, it's making the left-wingers traitors,"" said Labour supporter Liat Arbel. ""We are as (much a) part of Israel as right-wingers.""In the build-up to the election, Netanyahu struck an alliance with anti-Arab and far-right politicians, some of whom seek to annex the Israeli-occupied West Bank.Foremost among Netanyahu's critics",0.8579
3949,"Breaking Super Whoa!!!!! Hang on to your Presidential Hopefuls!!!!! The Pennsylvania House just voted on 12/28/20 to recognize that 200,000 PENNSYLVANIA PRESIDENTIAL BALLOTS WERE COUNTED IN ERROR!!!!! This is more than twice the number of Votes which separate the two Presidential Candidates in Pennsylvania!!!!!!!!!!!!!!!!!",0.6751
3950,The party  is over but most in denial even as Goldman only points from new 52 week lows and Amazon tanking day after day mmm and cat warn trade wars and fed rate hikes and Ge melting down.. many retail investors will learn the lessons of their lives as fed removes the punch bowl...,-0.8907
3951,"IF TRUMP DOESN'T GO ON TV AND SPEAK, GETS A PANIC ATTACK",-0.76
3952,I'll bet our creditors can't stop laughing at the prospect of a tax cut when we owe 20.6 Trillion dollars! It' too funny!,0.4817
3953,"Pursue justice To pursue justice means that we should live righteously, meaning it is our responsibility to ensure that the needs of others are as important to us as our own. Furthermore, righteous living involves us acting ethically--to be upright, just, and sincere. The commentator Nachmanides reminds us that tzedek tirdof challenges us to resolve conflict by compromising and teaches that being righteous is more important than the obligations of law. What is essential in being righteous and pursuing justice is our ability to act fairly and be inclusive of others. Because every human being is unique and was created b’tzelem elohim, in G-d’s image, they can make a positive difference and contribute to our world in special ways (Genesis 1:26). The value of tzedek tirdof lifts up the messages of the prophets who sought justice and fairness for all. Like the prophets of our Hebrew Bible, we too can question how the world is and what it ought to be. We can keep Divine expectations for a better world and better people at the center of our relationship with G-d. Furthermore, no one opinion is of greater importance than the other. In fact, in examining the phrase “Tzedek, tzedek, tirdof,” we learn that the phrase is in the singular. Therefore, each of us must pursue justice. When we do so together and act in righteous ways, the pursuit of justice may be fulfilled. As Pirke Avot teaches, “You are not required to complete the task, but neither are you free to desist from it.…” We do not need to complete the task of tzedek tirdof alone, but should do our",0.9897
3954,While Donnie MINIMIZES...Smart money SELLSDOW 20K is possible...Global Recession...BE PREPARED,0.5191
3955,"Please let us know if you’d like to join the SWOLE lifting crew. Current members are myself, Gil, and Tyrone. We meet every other day at Tony’s Junk yard and salvage $WFC $GS $EVOK $ARNA",0.8102
3956,"Wow, falling straight for over a month! Where are all the investors?",0.6151
3957,Crown613 HE'S GONE!,0.0
3958,The most important lesson I have learned over my 25 years of trading at Goldman is never to force a trade. There will always be another trade to make,0.1768
3959,"There will be books written about Operation WARP SPEED. A technology developed not only for COVID, but for every pandemic yet to come. Quite a legacy for Trump. It's not just about the cure, but a new scientific platform for rapidly defusing pandemics.",0.9304
3960,"I can't believe Goldman helping the Venezuela government to continue. Think about the suffering they are enabling to people who love there that is they throw a lifeline to the government enabling it to continue.Is this what they call ""Doing Gods work"" ? So right before the people can get their problems straightened out Goldman gives the government billions so it can make a tidy profit on the backs of the suffering people..https://www.washingtonpost.com/world/the-venezuelan-government-is-beginning-to-lose-the-poor-its-longtime-base/2017/04/28/c562cb86-2b5d-11e7-9081-f5405f56d3e4_story.html?utm_term=.ca664bc8d30a",0.3867
3961,"investment banking stock and bank stock are paper stock, interest rates decline just beginning, it will be decline to 0 as Japan and Europe, because no inflation, on line can open countless stores and o",0.464
3962,Iran says willing to take Israeli vaccine for virus .Now make your case why they should share it with you....,0.926
3963,GS Breaking down as it’s falling below neckline at $227-228 of Head & Shoulders pattern that’s been forming since June. Get ready for pain as all financials are struggling. Only if the 10 year breaks through 3.11% will this ugly thing turn around.Look out for new 52 week low at $212-214 range.,-0.9464
