,Recent headlines and conversations for BA,Polarity
3390,Sorry .49 Cents,-0.0772
3391,"Don't fight BA, it is will reach new highs. Pet up travel demand is going to be a problem this summer. Lift the restrictions!",0.6391
3392,Ready for the next big order?,0.6677
3393,A guaranteed DOUBLE YOUR MONEY stock within 18 months. Where else can you find that?,0.7212
3394,today's the day you buy BA,0.2342
3395,"I am worried that at this rate of decline and no end in sight for electrical issues with Boeing planes, duopoly may turn into monopoly for Airbus! What the shorts will do then!",-0.7926
3396,DJIA is jumping significantly and Blowing is nearly 2% in the red,-0.2712
3397,No activity at Renton today.,-0.0623
3398,"$NFLX $WIMI $ZM $BA Wait for the next wave fall, buy back. As long as you can go up, let me earn that satisfaction!",0.7677
3399,I suggest you purchase as many shares as possible Monday. This is a great long term stock but the short term into the $300 will be a quick ride. This is a great opportunity for young people to get into Boeing. They will be happy. I have been saying this since I bought a lot of shares at $110.,0.9781
3400,New MAX orders are rolling in...Lufthansa Group to Purchase Five Additional 787 Dreamliners,-0.1649
3401,"The Zacks Rank system, which ranges from #5 (Strong Sell), has an impressive outside-audited track record of outperformance, with #1 stocks generating an average annual return of +25% since 1988. Within the past 30 days, our consensus EPS projection remained stagnant. BA is currently a Zacks Rank #4 (Sell).",0.8882
3402,Where is that so-called chart expert when you need him? LOL,0.6807
3403,"I’ve been day trading for years and I’m so glad I finally found (http://Thetraderguide.com). They’re pre-market watchlists cover all the latest market-moving news, and they don’t beat you down with tons of ads. Highly recommend!",0.8254
3404,Airlines won't be buying many new planes with 35% of their planes parked and the other 65% flying at half capacity. It'll be 2022 before they need more planes than they already have. BA can't make money just replacing a few old planes when airlines are teetering on bankruptcy.,0.6576
3405,Never seen so many shorts (I mean 1 with 26accounts) get this giddy over 2%. HAHAHA!!!!,-0.3826
3406,All weekend I will be smiling just knowing in a hour ba could shoot 10-15 easy as it’s done time after time the last yr. hearing some plane orders will go ahead soon. Shorts with there wisdom telling everyone to short as we’re tanking below 200 . The fear they have is crazy. At least if you buy shares unless you sell we have all the time in the world to wait,0.2021
3407,"Holy Cow: I am so scared- ""UPDATE 1-U.S. FAA orders Boeing to fix some 737 MAX electric systemsDavid Shepardson""",-0.6831
3408,I’m sure HF shorted at $278 as they had inside info that equity sale would happen,0.5066
3409,Longs Buying shares for 3 weeks..LOL!,0.5619
3410,Vandenberg Air Force Base just changed its name to Vandenberg Space Force Base! Go BA!,0.4755
3411,"Boeing, IBD Stock Of The Day, In Buy Range As Airlines Eye Big Fleet Moves",0.8145
3412,LOL down 3.00 in 5 minutes!!,0.4584
3413,Not sure what investors are waiting for to buy this up!,0.6458
3414,https://www.cnn.com/2021/04/13/economy/consumer-inflation-march/index.html,0.0
3415,I just drop my parents off at the airport and come back here buy some shares right away. Holy cow the airport is packed with people! It is like normal or more than normal,0.7711
3416,the weekly and monthly charts both signal were going above 300 real soon,0.187
3417,down 5.50 in 30 inutes!! Free Fall!!,0.3409
3418,deserves to go from red to green today. $240 pls,-0.0046
3419,just a dip people.. not a collapse,-0.1726
3420,All news on BA is much better now than when it was $278...get ready for some action!,0.8042
3421,"They create so much noise, no information.",0.169
3422,"Breaking"" Cramer says Buy as Boeing expected to go for secondary shares offer which is keeping lid on the price right now. New shares will create attractive entry point for long term!",0.9146
3423,"And with higher fuel costs, Boeing will win again and again. The best planes in the world.",0.8824
3424,"Breaking “ Should You Sell Boeing Stock? Not Anymore, One Analyst SaysAl RootTue, May 4, 2021, 12:17 PM·2 min read”",0.4123
3425,https://www.cnbc.com/2021/04/26/bidens-100-day-stock-market-performance-is-the-hottest-going-back-to-the-1950s.html,0.0
3426,I believe I can flyI believe I can touch the skyThink about it every night and day,0.1246
3427,"Making a change on a production airplane takes time and involves a lot of different processes . Before you do anything you have to change the drawing which is a big process in itself. It has to go through planning, engineering and the FAA. That takes a lot of time. After everybody signs off on it then the workers can fix the problem. Fixing the plane is the easy part.",0.2567
3428,"Reuters May 19, 2021 12:43:00 PM ET SEATTLE, May 19 (Reuters) - Boeing Co resumed deliveries of its best-selling 737 MAX on Wednesday, following approval of a fix for an electrical grounding issue that sidelined dozens of jets, a person familiar with the matter told Reuters.",0.5781
3429,"Look, BA is not a rocket ship type stock. Anyone saying it will make you a millionaire is a hipster, just as most overly bearish Comments are shorts. But this is a solid pick and can be part of any moderate risk portfolio. My goals for this is only a double over the next year or two. Even that is pretty optimistic but most youngsters want far more. Good stock to ride back to the 400s and higher, but no way is it a multi-bagger over the next couple years. Have reasonable expectations and you will do well here. Mute the shorts and hypesters and you can get some solid insight here.",0.9825
3430,Jim Cramer says the $30 billion aircraft leasing deal between GE and AerCap could signal a 'roaring boom' in international travel and spark a run in Boeing shares.,0.7958
3431,Boeing Delivered Second F-15Ex Fighter Aircraft To The U.S. Air Force,-0.4446
3432,"Southwest Airlines sees sequential revenue gains as bookings improve, and will increase flights in June.""Our current outlook for operating revenues indicates a sequential improvement from March to April 2021, and again from April to May 2021, based on improving bookings. We believe there is significant pent-up demand for leisure travel and are optimistic about summer 2021. In response, we are in the process of adding flights in June 2021, and we currently expect June available seat miles (ASMs, or capacity) to be only slightly less than June 2019 pre-pandemic levels.""",0.9478
3433,Go Canada!,0.266
3434,"Iam,,,Thank you for your money",0.0975
3435,"lots of bears and bashers on board now, that probably means ba is about to make another move to the upside, i'm guessing ba goes to 270+ next week",0.6153
3436,"What a beautiful setup we have in Boeing (NYSE:BA). I love when a stock rips higher to upside, giving us a weekly-up and/or monthly-up rotation, just as Boeing did last week.Shares went on to scream higher, topping out near $278.57 before resetting. These resets are where bulls can look for more continuation.InvestorPlace - Stock Market News, Stock Advice & Trading TipsThis nice little bull flag consolidation just tagged the 10-day moving average before bouncing on Friday. Aggressive buyers would have bought on today’s dip. More conservative traders will wait for a rotation over Friday’s high.Either way, a close below the 10-day moving average and the 61.8% retracement likely saps more momentum from the stock in the short term. If we get a rotation over Friday’s high though, this stock could be heading back to $275-plus.",0.9857
3437,They sure keep it at its low for a period of time for shorts to cover. When longs have a fun it is hard to sell at the high as it drops dooo fast.,0.7615
3438,"Boeing Could Benefit From Iran Air’s Order As US & Iran Set For TalksbyJay SinghApril 4, 2021",0.795
3439,"United Airlines and two other major US carriers said on Friday they will quickly repair more than 60 Boeing 737 MAX planes grounded early last month over an electrical problem that could have interfered with critical systems. Boeing Co sent all affected carriers service bulletins late on Wednesday on how to address the production issue, which had affected 109 planes worldwide. The Federal Aviation Administration had signed off on the service bulletins, Reuters first reported late on Wednesday. The action was a relief for American carriers, which had anxiously awaited the green light to get the planes back into the air before the traditional late May start to the summer travel season. US demand for air travel has risen as the COVID-19 pandemic has waned in the United States.United spokeswoman Leslie Scott said the airline expects its “Boeing 737 MAX aircraft to return to service in the coming days as we complete our inspection process and ensure those aircraft meet our rigorous safety standards.”American Airlines said it would begin making required changes and anticipates “all affected aircraft will begin safely returning to service in the upcoming days.” Southwest Airlines, which has 32 affected planes, said it estimates the work will take two to three days per aircraft. The airline said it hoped to begin work within the next several days, and estimates it will take about three weeks to complete the work.",0.1041
3440,Well the stock price has crossed its 200 day moving average so the algorithms will be triggered to buy this stock. The trend is up. Long and strong.,0.9446
3441,"In a upside down market like we have today, this LUV order is great news. We should be seeing more orders coming in now. Saudi Arabia, Ryan Air, and China are coming.",0.8924
