,Recent headlines and conversations for COST,Polarity
4988,$330 in the am like stated early this afternoon. With a 36 pe it is a rich evaluation,0.798
4989,"So, a frag becomes a gangster when everybody want to show off. Motley fool, a paid media, is trying to spin the facts about COST now that everybody is acting. Online may steal some lazy people but family shopping will be strong at Costco where the real saving is.My visa card already accumulated $600 of bonus and my Costco membership is a small fee compare to my savings.",0.9416
4990,You guys ready for the +$20/share Aftermarket/Premarket after earnings drop?,0.1941
4991,"I would like to see company buy back shares,",0.7025
4992,I told you it will tank today and no one believe me,-0.3477
4993,"Costco revenues are declining due to a slower world economy. If your up in profits, sell your shares, the hedge funds and institutions will drive the share price of Costco well below $200, probably will find support around $155. Remember, we are in a bear market, which is expected to last a few years. So, I would advise you not to listen to the pumpers or dreamers on this message board. Don't try to be a hero and say, I will not sell. You will have many sleepless nights watching Costco share price drift lower and lower.Do the right thing.",0.8645
4994,I am assuming that the contracted GDP is hurting certain sectors such as consumer staples and not others. Rotation is into growth stocks and financials. Puzzling to say the least how the market perceives.,-0.0156
4995,1000 shares of tsla =millionaire1000 shares amzn= millionaire1000 shares cost= losing money,0.4606
4996,"No doubt, will be a $400 stock with continued pandemic. Money in the bank. Strong value for the pandemic era. Doing everything right for customers and employees per usual.",0.3712
4997,Costco all time high! Gotta love it,0.7559
4998,"6.6 million Americans filed for unemployment benefits last week, a record high as coronavirus takes its toll https://www.cnn.com/2020/04/02/economy/unemployment-benefits-coronavirus/index.html",0.4221
4999,"Been holding COST for over 19 yrs, always bounces back...........................................",0.1806
5000,Costco's customers have been shopping side by side with Wholefoods for YEARS and Costco has remained profitable. Amazon won't be changing that anytime soon. Costco's customer base is solid and they actually ENJOY their shopping trips. FANTASTIC BUYING OPPORTUNITY!! 167.40 and I'm IN BIG!,0.9816
5001,Winner winner chicken dinner. Or it is too early?,0.8704
5002,TRUMP is the main cause of market volatility and meltdown.,-0.5959
5003,"Just LOADED the boat with Costco stock and Shorted AMZN. There's a reason that WHF profits have been declining over the past several quarters. Simply put, even the wealthy don't like being had when it comes to pricing and (implied) quality. Don't wait for the crowd to figure this out. Short AMZN / Long COST",0.5164
5004,Downgraded to SELL!,-0.0781
5005,"The stock is clearly holding the $150 resistance level, time to get back in and ride it back up to $180!!",0.9057
5006,Membership numbers all that matter,0.0064
5007,EMH STOCK NEWS TODAY OVER 100 STUDIES IN HUMAN CLINICAL TREATMENT,0.8804
5008,Oppenheimer creating their own buying opportunity What a scam,0.5119
5009,"How is it that the US, a first-World country that has less than 5% of World population has more than 20% of World deaths due to COVFEFE-45? Just askin'.",0.6146
5010,"I have been watching COST for almost a year and waiting in line during the pandemic for the local store to open like so many others and this week I finally put some money into Costco stock. A small dividend, a subscription stream of income before subscription became a buzz word on Wall Street and a company that could still grow its market in many countries especially with 1 store in China is why. IMHO. God Bless and stay well.",0.9415
5011,"So with the Debacle that is the new Credit card ""City"" bank switch over as a Costco member for over 20 years the next quarter numbers will be lower . Costco will loose the charge back and possible customers that are being POd by the treatment of Shity Bank.If you are having the same issues as having direct payments refused by Shity Bank CALL Costco do it a lot and loud .",0.1055
5012,New highs today please,0.4498
5013,Anyone know the guidance,0.0604
5014,im scared,-0.2965
5015,no matter how good earnings are costco can't beat wall st,-0.0611
5016,Membership continues to grow above expectations !,0.4244
5017,"Bought some today. Look at 5 year chart and sentiment is too negative. may go a little lower, may buy a little more but Im comfortable here starting a psn",0.6541
5018,$355 next week.,0.0313
5019,dip buy opportunity?,0.6411
5020,I LOVE MY COSTCO SHARES!!!!,0.7588
5021,Shorts covering?? Feel free to short again at 180,0.2189
5022,"FredMeyer (KR)' parking lot are full, too. It don matta. stock going down anyway..KR is cheaper than COST.. COST is in low margin business. One slip in competition, COST is going down big.PE of 27 still too expensive.",-0.6516
5023,LONG NOW,0.4656
5024,still.cost is 6 percent lower than previous high ...so buy and see magic,0.3578
5025,P/E is still way too high. Costco looks fine back at $150-170. Be patient.,0.5266
5026,"Costco's revenue & margins are consistently solid, membership renewals above 90%; when excluding gasoline & foreign exchange, COST has growth % unheard of for businesses hitting $116B in sales. COST took a hit investing in future growth overseas that will pay off BIG. Their top $300M+ sales warehouses are in Asia, so further expansion makes perfect sense. Buy on the dip. When detailed financials are reported Sept 29th, Wall Street will appreciate the metrics. Target price $195.",0.9702
5027,should have bought walmart this stock is maxed out,0.6112
5028,"This overreaction to cost is a huge buying opportunity. Costco buyers are not going away. Their shares will rebound and if you have bought, during this craziness, you will be way ahead. Markets behave like this from time to time. Costco is a fabulous investment and will reap great benefits in price when this craziness is over.",0.9479
5029,"$10 special dividend received this upcoming Friday the 11th. JUST DRIP, DRIP, DRIP into my IRA accounts!",0.913
5030,"If people stock more supplies at Costco this quarter wouldn't it just mean it's sales would slow down the next quarter? I mean, i think everyone would eat and use the same amount of toilet paper. So if they already have it in stock that means they just won't buy more later.",-0.1491
5031,Waiting for some sale price291.00 area,0.1838
5032,no rate cut ...thanx ..all market low bcoz of fomc today ....,-0.6722
5033,"Fair Value = $200, Buffett was right",0.7214
5034,Paying extra 2.00 hour to employees hurts bottom line...ridiculous,-0.4766
5035,"Costco is like a cult. their customers are loyal and knows where to find value and service. Membership renewal is about 90%. (Compare that to Sams where they are giving membership free, Pay $45 and get $45 back). Employee turnover is very low. Employees are happy. Earnings is good. LOOONG.",0.955
5036,If Costco is down like that you know what rest of market will do?,0.7462
5037,And here comes the steady climb towards next ER.,0.8209
5038,329.00-330.00 adding more,0.0
5039,$Cost treated me well today looking at more gains during tomorrow session. Past 3-4 weeks was time to load up on cheaper shares this is one of the best stocks and companies in the entire market.,0.9408
5040,COST rarely performs well after earnings.,0.0437
5041,COST should have a higher PE than AMZN.,0.3457
5042,"The not so bad news, with today's market sell-off... Costco fairs better % wise than the rest of the retail sector. The big Amz is double down % than Costco. Glad to be holding this than another retail stock!!!",0.9519
5043,profit taking in droves is imminent .. give it 2-6 wks,0.5378
5044,Costco has warned shoppers that prices will go up due to China trade. Is this something to be concerned about? Serious comments please.,0.295
5045,"a high percentage of people are afraid to go into stores, the media has put fear into everyone, this may be like this for a long time...I'm really hoping online orders propel the revenue...",0.9185
5046,ONLY 900K SHARES TRADED STILL GOT OVER 1 MILLION MORE TO GO MIGHT BE BUYING LAST 1 MILLION SHARES,0.7449
5047,"Bought more at 296! If it goes lower, I will buy more. No joker can tell me this is not good stock!",0.441
5048,These days market is controlled by cellphone gamblers who needs immediate return..No reason for this to fall..BUY if you are long term investor.,0.5288
5049,ONCEE ABOVE $348 HIGHER U GO MAKE NEW HIGHS,0.7733
5050,Unbelievable. Watching Costco stock for the last week has me thinking now it may just go to 0.,0.5227
5051,Love the selling prior to earnings !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.7513
