,Recent headlines and conversations for COST,Polarity
5516,"In doing DD for earnings Costco is unique in that they release their sales numbers monthly leading up to the 10k. Before I bought my Oct 2 call, I wanted to be sure the SP wasn't baked heading into earnings. June 30- 300 to 325. July 30-- 325 to 350. So....Wall St. guys can clown my retail investor technical analysis but after looking at their August numbers I see bar napkin math pointing me to a clean run to $375 this week. I wouldn't be surprised if it tested 400 at the peak of excitement before settling in around $380ish",0.9338
5517,Nice spike!!,0.5845
5518,ughhh....can't sleep. worried about my calls tomorrow. gonna go down to 4th street to see if I can score me some crystal meth,-0.0422
5519,"Don't worry, Costco will raise the membership to $100 for basic & $200 for Executive to make it up, then the next quarter will be even worse.",0.2908
5520,this is proof costco needs to split its getting too expensive,0.2173
5521,"Where are all those people shouting for hours, days, weeks, months that Costco would go to 330-350? Damn internet brokers.",-0.2436
5522,"Missed to take profit this morning or yesterday, now back to waiting... hope it will bounce instead of going to 150",0.6449
5523,There is some vicious shorting going on today!,-0.144
5524,About time this junk stock drops.,-0.0839
5525,BUY ALL these silly dips..........................................,0.1473
5526,Yup. Red.,0.0098
5527,Crazy overvalued with 36 PE with extremely low growth and low profit margin @ 2.5%. Fair value $250 at max.,0.5466
5528,this is a crazy reaction to this great compny. Their business will continue as always. This is an opportunity to buy a great company at a very low price. A great buying opportunity. Those who buy will reap the benefits as soon as this whole thing blows over.,0.9678
5529,What kind of market let's a consumer retail company sport a pe of 30?? Its insane. This one should not be above 15pe,0.5294
5530,Short this thing big! Amzn will eventually keep this stock at bottom fishing levels for a very long time if not forever unless costo joins another giant to compete.,0.3854
5531,The reason it’s dropping is because people are seeing their 401k in the gutter and they’re selling for whatever they can so they don’t lose everything they have. Traders are manipulating this market.. recession on the horizon,-0.7388
5532,can AMZN be a threat to Costco?,-0.512
5533,COST has been flirting with the 50 dma (305) for some time now. Seems like every time it tries to breakout some idiot analyst will issue a downgrade to push it back under.,0.5839
5534,Took short positions with closing eyes,-0.6087
5535,Trump's will sanction China where Costco gets 90 percent of its goods that non-food. Bad news for them.,-0.2498
5536,back to $300....geezus,0.0529
5537,How many of you simpletons took the bait dangled by the so called analysts who work on behalf of the short sellers and manipulators on Wall St.? Hopefully not to many. Much of today's churn was just the idiots churning the stock back and forth to each other. Better day tomorrow. Even better by the end of the week.,0.7619
5538,Where are the chumpies who predicted $325 today?,0.0942
5539,THANKS FOR 294.25,0.6603
5540,Dead Cat bounce..............................,-0.6486
5541,Look for moreQ E next,-0.0659
5542,"Where else can you buy a $400,000 diamond ring online!",0.5848
5543,i think 320 is a ddcent support for Costco,0.4305
5544,futures up again after the fed pumped more money into the economy..costco down..pure msnipulstion,-0.096
5545,PE is too low. It should be at least 75.,0.0586
5546,"Hey, where's my little Mommy-moochin', sailor-suited sissy? You know the one I mean, the one that claimed to have shorted COST at $113 but won't acknowledge it, talk about it, or man up. Oh well, I guess you have to be a man to man up.",0.8683
5547,"Trump’s big mouth, no task force, took 200+ points off the Dow. Bloated moron",-0.863
5548,COST has NO bearing on TRADE WAR........................................,-0.411
5549,Please go down to $100,0.0803
5550,Stock should be priced around 250,0.1386
5551,fake news,-0.3986
5552,this makes no sense to me..last quarter excellent numbers stock tanks...today excellent numbers stock tanks...unreal,0.8185
5553,Day Traders giving you a BARGAIN here.,0.6406
5554,Costco is too expensive and customers have to pay for stupid membership. It takes time for Costco and Kirkland to follow Sears and K-Mart. Zombie stocks. Time to move to Amazon and online retailers.,-0.4284
5555,"Good reasons to drop expensive COSTCO membership and never look back. As a member of Amazon Prime, you get a convenient and well-publicized perk: free two-day shipping on almost any item on Amazon. But the $99-per-year membership actually gets you a lot more than expedited shipping. In fact, signing up for Prime unlocks features like Amazon's vast digital library of music, movies, television, and books; one-hour restaurant delivery; and unlimited cloud storage for your photos. And starting soon, Prime members will get special discounts at Whole Foods, thanks to Amazon's acquisition of the grocer, which is expected to close on Monday.Here are 18 of the coolest benefits of Amazon Prime. https://www.amazon.com/gp/help/customer/display.html?nodeId=200444160&tag=bisafetynet2-20",0.9908
5556,"Costco is almost always packed full of people. It's hard to see it going down anytime soon. Great buying opportunity. Buy on fear, sell on greed.",0.6805
5557,any idea of next dividend pay date,0.0309
5558,Costco just dropped a vendor for an honest representation of Black Lives Matter (look at their web site) Thought Costco would at least not attack a supplier for an honest and heartfelt Facebook comment. SHAME on you Costco!,0.8321
5559,disappointment,-0.5106
5560,how many times does Jim Cramer have to pimp Costco before it goes up again,0.3396
5561,Old stale foods makes $.,0.0037
5562,costblo stores empty as we approach Christmas.All customers shopping at shop-rite.People tired of lousy costblo.,-0.6385
5563,"You can get anything at Costcos. I needed a car battery yesterday. Did not think about it twice. Went to Costco and saved over 50 dollars compared to Advance Auto parts. The same with luxury watches , TVs etc. It was Wednesday and the store was packed.",0.7622
5564,TRUMP cant BLAME POWELL now for market meltdown......................................,0.1748
5565,"COSTCO sucks,,wall street shorts own it,,, drown it at 153,,amazing how they kept it down on friday,,, same ole scam and noone goes to jail because they own the game,,get me back to 160 and i am out",-0.7245
5566,"TO: TERRENCECOSTCO, BJ, AND SAMS ARE BEING SEVERLY IMPACTED BY AMAZON. EVEN THOUGH MANY OF THE WHOLESALERS HAVE INCREASED MINIMUM WAGES TURNOVER REMAINS A VERY DIFFICULT PROBLEM. AMAZON'S FUTURE IS MUCH BETTER. I DO THINK WALMART/SAMS WILL EVENTUALLY IMPROVE BUT COSTCO'S REVENUES ARE UP, PROFITABLY IS ON A PROTRACTED DOWNWARD DIRECTION LIKELY FOR SOME TIME. QUITE FRANKLY, THEY MAKE SOME REAL BONEHEAD DECISIONS: NOT ACCEPTING AMEX CREDIT CARDS; ENGAGING IN SOCIO/POLITICAL ADVERTISING...A BIG NO NO FOR PUBLIC COMPANIES AND OTHER ISSUES...THIS IS A ""CHEAP"" COMPANY! I GOT OUT OF THIS LAST YEAR AND DID NOT RENEW MY MEMBERSHIP AND REQUESTED A REFUND AND WAS ADVISED THAT: I HAD 10 MONTHS REMAINING AND I COULD SPEND IN THEIR STORE...WHICH I DIDN'T DO BUT I DID UNLOAD A FAIRLY LARGE AMOUNT OF THE STOCK. IT REALLY ISN'T A TOP FLIGHT COMPANY, VERY HIGH TURNOVER AND NOW TRYING TO EXPAND RAPIDLY IN ORDER TO MAINTAIN MARKET SHARE WHICH IS DIMINISHING...DOWN AGAIN TODAY. THIS ONE WAS EASY TO SEE, NOT ALL ARE SO EVIDENT.DR. C ret",0.9968
5567,Costco sitting on the sidelines as the stock market rages,-0.3177
5568,Timber!,-0.5349
5569,People take a hard look at LIT THE FUTURE,-0.0901
5570,If you didn’t buy today you are a dummy,0.361
5571,boom.. up it goes,0.1943
5572,"i am getting in again here 163,78",-0.0535
5573,Back to 180 by next week ,0.0979
5574,Costco is a buy next move $165,0.2003
5575,Okay earnings; they expected more apparently,0.4473
5576,wheres that special dividend,0.4996
5577,"Long term investors , take advantage of the fire sale here , as it is way overdone at these levels.COST will rebound and come back hard as usual.MARK MY WORDS here.",0.662
5578,COST is the most inflated stock on the Nasdaq. FORE!!!,-0.2241
5579,How much is everyone down ?,-0.1684
5580,This was at $297 earlier what a joke.,0.3125
5581,"MM""s want below344.00look for the dips as a buy ..........................................",0.2359
5582,I'm stunned this is the price action after a great earnings report...hate to see what would have happend on a bad earnings report,0.4831
5583,"with $2 div only, you will get back after 25 yrs",0.15
5584,$15-20 haircut coming today,-0.1335
5585,Or 150,-0.0087
5586,Drop baby drop.,-0.2958
5587,Cost packs everyday. it will fool around at 165-167 another week before earnings report. The earnings number is great which I have no doubt. The only thing is the market looks like they want to turn down a bit before it goes higher.,0.3877
5588,340.00 soon..................................,0.0
5589,One of those orange jacket cart pushing uneducated goons hit my car with shopping carts the other day. Why do they employ such uneducated goons?,0.7793
5590,"Every Costco Employee: Hey boss, I make like $12 an hour. That's around like $480 before taxes.Costco Employee: But my buddy accross the street is making like $400-600 from the CARES ACT + UI 50% of his wages a week...Can you fire me so I can stop stocking shelves, go to college, and focus on bettering my mental and physical health?Costco CEO: lol no, get rekt skrub, get back to work swine!",0.9675
5591,Just bought some for the first time. Looks like a good time to add with the pullback.,0.8545
5592,needs to become local AMZN drop points,-0.1277
5593,BUYER260.00,0.0
5594,Looking for the SILLY DIPS305.00-310.00,0.2051
5595,my opinion why Costco took on a tremendous amt of more debt to issue special dividend dividend of $7 was to discourage someone like walmart not to submitatakeover bid of the great company that Costco is,0.8807
5596,Going red... imagine that,0.0978
5597,Save some $$$$$$$to buy the SILLY DIPS............,0.7108
5598,"I bought a giant bag of colored carrots. they were already rotten by first day at home. Costco has GOT to get a handle on their rotting produce problem, imo!!!",-0.339
5599,Huge buying opportunity!!!,0.795
5600,you and me both bro!!,0.5155
5601,This is for all you Robin Hood wanna be daytraders. You’re just gambling when you buy on earnings day. You’re not an investor. So sell your shares and come back in 3 months to play again when it’s at $400. Clowns,0.8741
5602,Ok ill be positive but when you have calls in play red isn’t good but hey I’ll join the positive bandwagon and go buy a Corvette tonight from all my profits that come rolling in tommorow I’m all in with you,0.9619
5603,$360 is that a buy? or more like $350? Thoughts?,0.5472
5604,"pure manipulation here..down $4 @ open, up $3...down $4....rigged",-0.2181
5605,A little too pricey here,-0.004
5606,would love to pick up some cost at around 240-250 a share.,0.836
5607,COSTCO TANKS AFTER EVERY EARNINGS WITHOUT FAIL! LOOK IT UP,-0.5036
5608,this should be up...it was up $3 earlier,0.2399
5609,"Falls hard on conf. call,",0.1247
5610,I'm glad that everyone is off the $400 kick...never gunna see that,0.4874
