,Recent headlines and conversations for CSCO,Polarity
3872,When one is done they all be done wit Sybil (Mares). UH HUH!,-0.4498
3873,Wow! S&P has risen 18% since Election Day! Good work Joe!,0.9134
3874,House Committee Dems Advance Minimum Wage Increaseand the new undocumented workers what to thank the Dems...,0.2218
3875,"Message is ""Don't mess with elections it pizzes folks off"".",0.1856
3876,"Cisco needs a new CEO, enough time was giving to chuck and he is not performing.",0.6754
3877,The Game Show Host will face many criminal and civil trials.There is ample evidence that he will go to the slammer.Cheers!,-0.6485
3878,Florida governor announces crackdown on Big Techbest gov in the country,0.662
3879,"Maybe CSCO will go up on down days. The stock is dead wood because the CEO is dead wood. 3% dividend doesn't mean a lot when other stocks are doubling, tripling and more.",-0.745
3880,Mario was born of an as.,0.0285
3881,The Bidung stock market is a pump n dump market!,-0.3037
3882,Byedung is President. Covid deaths are on his hands now.,0.0349
3883,Let the tanking begin!!!,-0.6116
3884,Oregon Libtird lawmaker proposes a new Bill stipulating what you can and can’t eat. Lol,0.5907
3885,Dear Leader7 seconds agoall that crying i truly hope you get your gubament check... damnCrying works for your people why shouldn’t it work for the people that actually WORK ??,0.7953
3886,"China: Joe has accepted our bribes. We own him now, time to celebrate.",0.885
3887,Millions of signatures to remove Gavin newsom Calls for the granny killer to be removed Demtards are failing across the country Lmao,-0.4528
3888,"House passes Bye_hes $1.9t relief package...$1,400 payments included...--------------------------------------------the wife and I want to say.....THANK YOU",0.7412
3889,that's all eddie's got folks.....keep trying eddie,0.2673
3890,Robert7 seconds agotRUMPs taxes will prove he’s not even a hundredaire.......lock him up!his finances or lack of finances affects no one but him so WHO CARES ???,0.812
3891,The demtard-19 virus lockdowns caused this financial crisis. so we are to believe that the Demtards now have the solution?,0.1493
3892,If there ever was a time to use the 25th amendment.,0.1744
3893,"Stock crashes always happen under demtard leadership. March 2020 doesn't count, that was due to the China Virus.",0.764
3894,"OK, everybody just calm down. The important thing is He’s GONE. Finished. Powerless. An Ex President, or if you prefer “the former President”.",0.5696
3895,"Nancy, where's the $1,400 stimulus checks?",-0.1269
3896,"Demtard congress doesn't change immigration laws, but criticizes law enforcement for enforcing immigration laws.",-0.43
3897,They cranking out the executive orders even after Bidung already croaked. It's weekend at bernie's!,0.3353
3898,"cash is 2x > debt, yet this stock remains flat to other tech movers ... Exec is clueless on what-to-do and is mentally stunted/boring, more leadership required to drag this stock North ... tired of their under-performance!!",-0.3275
3899,"wreekie makes 80,000 a month but he's getting the stimulus check roflmao told you guys most of those people can't read write or do basic math",0.8075
3900,"@Grug. Have a nice evening a whole, and I do mean a whole nice evening.",0.1776
3901,"Isolated, angry and losing.You know who.Lol.",-0.6552
3902,We should start a go fund me site for all the 'new democrats' coming in....can only be used for 1 way bus trips to NY or CA.....with the way those states are now....the 'new democrats' will think they are still at home....,0.6319
3903,CBO says $15 min wage would kill 1.5 million jobs..cheers,-0.4454
3904,I demand an audit of all swing States to assure Americans that we had a fear and free election.,0.27
3905,Yeah I had a Move On this morning. Flushed and went on with my day!,0.5815
3906,Libtirds are the leading cause of death in the World.,-0.4464
3907,"Leader, you truly are a successful businessman. I think Bill Gates and Jeff Bezos also spend all day on random yahoo finance boards.",0.9117
3908,"mommy is taking me to the bus station in our 1980 Datsun....I just got it running and wow was she proud....she gave me two scoops of rocky road, just like Donnie gets",0.9101
3909,"Democrat Donor, Biden Supporting MIT Professor Gang Chen Who Received $19M in Federal Grants Arrested, Charged with Illegally Selling Secrets to Chinac'mon man",0.0711
3910,Mare be 1 SF JB,0.6797
3911,"DOW down -153, NASDAQ doen -409, S&P down -58. And this is with half trillion of new money pouring into the economy. Tell us again how Dementia Joe is doing???",0.3696
3912,Jo Bye_hen Amnesty B1ll Encourages Hiring of Foreign Grad_you_atesSo the elites have it covered for cheap_lay_bore.....from the South for tee un-skil- and from Ch1_na / In_de_a for the sk1lled....Works for me..... as for free college FORGET ABOUT IT....not needed now,0.3832
3913,"What kind of syndrome does William's 'Robert' have to create an ID yesterday, post hatred with it, only on the CSCO board, yet not a single word about CSCO. Your criticism of me only proves me right, Willie boy.",0.619
3914,"Joe is in charge, the market crash is Joe's fault.",-0.1239
3915,80M folks should boycott everythinglet them dems eat ship,0.021
3916,I should be getting a check wreekie Just because I did the right thing in life and make a little money I get nothing?? But the lazy get oh trash that refuse to work get a check and my tax money ??How’s that fair to anyone that followed the right path in life ??,-0.4633
3917,There is no scientific evidence thatblm,0.228
3918,still short the nasdaqfalling apart,-0.6177
3919,Good ting dey aint all on de wefare!!! HUH REEKING?,-0.5047
3920,Things are going quite well for America now.Buy Buy Buy,0.4758
3921,"Joe is “Building Back Better”. The problem is, he meant other countries, not the US.",0.5492
3922,Ignoring reality does't usually end well.But have a great 'fantasy day in the markets!Good pretend money to be made!,0.215
3923,I'm rooting for a heart attack for Bidung. Lols.,-0.2171
3924,Pictures of Schumer with child on Epstein island. Tick tock...,-0.0906
3925,"You think it's bad now, just wait til next year when Dementia Joes policies kick in. Obama markets are soon to be back. Actually, we will be lucky if it doesn't crash below Obama's 17,000 Dow. But a great setup for Republicans to take a Supermajority in the Senate and House.",0.8131
3926,Remember when Mares ran this site? Yeah that was a long time ago and never again!!!,0.7711
3927,Texans are asking how come Minnesota doesn’t have problems with their Windmills? Abbott’s says ..um........er.........ah.....well......AOC is a socialist,-0.3311
3928,trickle down boi's say tax cuts to the rich in the middle of a pandemic is sound economic advice,-0.3405
3929,Markets doing greatthey love what is happening in Americagodless,0.6342
3930,My name is wreekie and my eunuch is hansegal. If anyone has a problem with that then meet me in Tucson.,-0.2616
3931,Joe will do nothing as president except steal as much tax money as he can before he strokes out 48 year career failure Nothing more,0.1042
3932,Texas Wind Turbine were manufactured in China by The Shenyang Power Group. Norway uses GE gear less turbines. MAGA—-busted,0.8694
3933,G33 seconds agoReport...AOC and squad will splinter off and form new party.When did the squad let that bald headed alien join ??,0.4436
3934,One of my favorite demtard quotes I’m Getting the stimulus check but I don’t need it Roflmao If you’re getting a check you need it Maga,0.8563
3935,i bet their is a stampede to buy 10 yr treasuries at a whopping 1.4% interest ... give me a break,0.2155
3936,Market crash was expected Joe is a failure Last time in office the fed had to bail Joe and the illegal out For 8 years,-0.3573
3937,"Governor's explanation for outages 'wrong,' Bill Gates saysThe billionaire philanthropist rebuked Texas Gov. Greg Abbott for blaming the state's massive power outages on the failure of renewable sources, such as wind and solar. LOL!",0.6573
3938,Super nice day out - Have a great one!,0.9283
3939,S&P up 18% since Joe’s Election,0.214
3940,Mares gonna be put da FBI on our axes!!! UH HUH!!! DATS RIGHT!!! HE BE HAB CONNECTSHUNS!!!,-0.3091
3941,We have to let the Mexicans in You don’t think the lazy get oh trash is going to work do you ???Most get oh trash work a month then file for disability or a workmans comp claim,0.3321
3942,"BernTard thinks the Covid relief bill is about Covid, how cute.",0.7295
3943,You forget two1. Shellacked the Con Man2. Has higher approval rating that the Con Man EVER did. ----impressive,0.6374
3944,ALERT: 'Covid outbreak' at Mar-a-Frog-o Only the finest viruses are available to members of the exclusive resort.,0.6587
3945,"Sen. Cory Booker of New Jersey and Rep. Ayanna Pressley of Massachusetts, both Democrats, are pushing for one of those things to be baby bonds, $1,000 for every newborn child, which they say would help close the racial wealth gap. The idea is that every baby in the United States would get a savings account at birth that the federal government would add to every year. How much would depend on a family’s income. Once kids turn 18, they could use it to pay for college, buy a house or start a business. -------------------------------------Hey SnowRooms.... your next...you'll get your free college next honest...just hang on....really Ole Jo is working on it...right after they give all the new democrats coming in their 'free stuff'...your next",0.9765
3946,the problem with this country is to many people want something for nothing! true big bussinessis part of the problem. but that problem is always new taxes. on something! i had my own bussinessup to 2010 closed it when obama care went threw 10 people out of work 7 have not found a job that paid as good,0.8735
3947,"With the arrival of El Corpso's passing, I am having to re-evaluate my generally negative view of terminal cancer.",-0.868
3948,"Sorry eddie....I don't feel insulted or ""stuck""......you need need material......keep trying though",0.4211
3949,"Have you noticed the only 'Science' Democrats are concerned with is 'Political Science'. Which is Lie, blame, lie again, and blame your enemy for doing what you yourself is doing.Democrats: ""We follow the POLITICAL Science"".",-0.9065
